"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000000003",6.79756881531215,0.252686476346331,0.563776982639773,0.445829935628208,0.604006882767939
"ENSG00000000419",203.640310491369,-0.611247796908784,0.148791415431912,2.38095410672827e-05,0.000170169878294216
"ENSG00000000457",12.7137683134643,-0.92211099763877,0.49871813511553,0.0174460901512038,0.0534411140344315
"ENSG00000000460",5.6049795733148,-0.28786765725731,0.505861818811791,0.400948086388759,0.561751012725026
"ENSG00000001036",17.1144793570355,2.13915753691337,0.539419439399466,9.64220733222759e-06,7.42212583158339e-05
"ENSG00000001084",54.1729202571063,0.448786027012578,0.21761397074274,0.0285617189916229,0.0791812779812117
"ENSG00000001167",59.4658190221881,-0.881688008102125,0.250895245888464,0.000160226043441011,0.000955535150984269
"ENSG00000001460",7.71630182122744,0.0990804899941217,0.448392112111355,0.76492535751886,0.852644070532015
"ENSG00000001461",10.5242656515289,0.390181184151192,0.449788219908731,0.255544561928968,0.410647477637201
"ENSG00000001497",21.9810785756794,-0.226845170506168,0.341973717781807,0.436645349187273,0.594831586065213
"ENSG00000001617",43.2852067833556,0.331582735021375,0.313707209068433,0.230232734322517,0.380687014243678
"ENSG00000001629",50.8081541358292,0.497651456733347,0.224259542842527,0.0178781069001825,0.0545735238989299
"ENSG00000001630",131.526984615169,0.828386165311677,0.151872898198789,2.09095261368317e-08,2.46927965133879e-07
"ENSG00000001631",21.9995719039505,0.42189072624893,0.320888415232896,0.133020356086161,0.254750374234136
"ENSG00000002016",9.80166529527933,0.183060663613357,0.441098986247959,0.580591052258185,0.717313171347679
"ENSG00000002330",34.7954422974143,2.05745908173681,0.379837196600638,7.77656534030029e-09,9.679796781879e-08
"ENSG00000002549",19.7561801112173,0.526536002927856,0.421174921315866,0.118536455198938,0.234890709170431
"ENSG00000002586",29.5519305720608,1.39443556130518,0.320367695589277,2.58275729988681e-06,2.2095614893885e-05
"ENSG00000002587",0.706052427661256,0.124108189210261,0.641899026385295,0.516784450629157,NA
"ENSG00000002822",8.17310224023894,0.466217951743122,0.501519155561213,0.197486721056568,0.339832167836406
"ENSG00000002834",60.0996214701626,0.793842189041337,0.220451854151162,0.000135814537691009,0.000824938255762412
"ENSG00000002919",27.5499907040012,0.164583090899594,0.297721904611862,0.535887421534195,0.680916654048094
"ENSG00000003056",114.059065604612,-0.298479352082787,0.153406937763622,0.0449669017375148,0.112648865627059
"ENSG00000003096",0.706481453593194,-0.107074444687502,0.646004557697413,0.530146557455879,NA
"ENSG00000003137",3.11187611723012,-0.641327119681843,0.779802184000668,0.10290483714926,0.212442433806646
"ENSG00000003147",6.99278663263318,0.435764002721711,0.553363576204862,0.232545095800924,0.383081257562203
"ENSG00000003249",9.27964547874059,0.414529057492179,0.462280756518059,0.233554186864776,0.384291890979607
"ENSG00000003393",37.9799743167356,-0.466500117379795,0.269067430094271,0.0562956102034612,0.133563496511626
"ENSG00000003400",4.22291827278933,0.00388433472747006,0.542330242154254,0.988150567753635,0.993265161190679
"ENSG00000003402",15.2559263406387,0.0460570736441067,0.352237237971879,0.878349852231126,0.926167517223314
"ENSG00000003436",0.812534703979714,-0.126060542616533,0.627870302034977,0.564116005153828,NA
"ENSG00000003509",18.7738056041124,0.272038157322521,0.339935925751295,0.351272840755859,0.511806828448457
"ENSG00000003756",329.452065709463,-2.34834758107137,0.1158559428037,3.02925735831928e-92,5.4493435108834e-90
"ENSG00000004059",164.947658527375,-0.131990309149803,0.147300614647309,0.357111296178818,0.517385871736566
"ENSG00000004139",1.25231071476072,0.0714462512109777,0.606077376934718,0.777315269282781,NA
"ENSG00000004142",120.10237738997,-0.0490426386506014,0.173240739335955,0.767959533471495,0.854450011994832
"ENSG00000004399",1.31537093701075,0.105024193339642,0.605429112210442,0.691408191260519,NA
"ENSG00000004455",35.1765893026327,0.478581543408095,0.283715582410986,0.0622287146814076,0.144609357847504
"ENSG00000004478",463.211847561009,-1.28845949006264,0.0888850276142019,3.10260080667084e-48,2.49959225725162e-46
"ENSG00000004487",73.9239629927235,0.379908708793102,0.193353167222087,0.0395748100763936,0.101821396144828
"ENSG00000004534",54.7572265131917,0.330352256037106,0.225693892570849,0.118635075023881,0.235050664636936
"ENSG00000004660",4.64874352322465,0.531178736353782,0.612664163084434,0.164243010346348,0.297659289520873
"ENSG00000004700",535.561625345351,-2.67852012662439,0.109551271840592,5.18500819330396e-133,1.94541507412765e-130
"ENSG00000004766",14.2991312332164,-0.106452716417034,0.370162104554258,0.726058807850698,0.827729816426415
"ENSG00000004777",8.91815020148676,-0.63607029002538,0.552276139323546,0.0964393567149584,0.202177782947132
"ENSG00000004779",81.6233339093508,0.677205807586972,0.252774250532569,0.00377970280106448,0.0150608985540734
"ENSG00000004799",0.739356166956693,-0.133664368482194,0.668327870318513,0.410561643537853,NA
"ENSG00000004838",1.77847196963855,-0.365268898404141,0.727205497341568,0.17250174462178,NA
"ENSG00000004864",36.1180436066851,0.712659890703362,0.299220358291327,0.00809625743093233,0.0282016054596826
"ENSG00000004866",15.064026658866,0.018736131724225,0.351080568373509,0.951304171691719,0.96966699581871
"ENSG00000004897",43.1430047305333,0.538808035901522,0.247153346697845,0.0184855995022424,0.0561363379163192
"ENSG00000004961",110.915367583637,0.237213591911977,0.1558997349275,0.117434929053378,0.233165329351219
"ENSG00000004975",31.1328828883058,-0.41153332658264,0.306089733735498,0.127908617031004,0.247925602782456
"ENSG00000005001",72.7418581563756,-0.372264841669013,0.216880988225314,0.0682038878305933,0.155360529920442
"ENSG00000005007",106.896140982526,-0.708308685473538,0.163729358957256,7.59287453451498e-06,5.95281363505974e-05
"ENSG00000005020",15.9729797857132,1.03408190490226,0.472944836108037,0.00750797980430629,0.0265111026593574
"ENSG00000005022",392.143601063938,-0.00999894228428943,0.133815497813458,0.934765466602249,0.960962901786499
"ENSG00000005059",7.45907622279586,0.38362188125447,0.511753037857427,0.281944229369456,0.438626907135869
"ENSG00000005075",47.6631356355047,0.219393841217204,0.259974686796428,0.358466979681953,0.518834826097587
"ENSG00000005100",25.3104270158878,-0.50397509474564,0.319012705794445,0.0711471469374992,0.160258033204672
"ENSG00000005156",7.28609595492603,0.254656734623462,0.480096854680647,0.455603139776348,0.612478891157833
"ENSG00000005175",25.5914681144436,-0.153157055716779,0.299896837292975,0.56442960289299,0.704769787487305
"ENSG00000005189",1.84506726485833,0.295917576543031,0.684057380890014,0.236589195366196,NA
"ENSG00000005194",55.0107159717834,-0.00317730085680305,0.229142032424506,0.986682520523636,0.993124492851523
"ENSG00000005206",9.91586423319009,0.127366605858111,0.431027427406169,0.698406364125943,0.807134768432798
"ENSG00000005238",151.924085198622,-0.902582345235952,0.132667245199054,3.78695135597128e-12,6.57807476277974e-11
"ENSG00000005243",10.5258050757475,0.923229583306046,0.556440257898466,0.0257967452096751,0.0731080181747295
"ENSG00000005302",11.7290546891084,-0.371421779937885,0.406937268247663,0.252118824142425,0.40623612253231
"ENSG00000005339",84.6868742170061,-1.81465278708063,0.192244446749242,4.68018624625858e-22,1.51379817206571e-20
"ENSG00000005436",7.50628755204259,0.478635759174532,0.534662524926949,0.195039528274581,0.33683049517383
"ENSG00000005448",5.22663162874265,-0.135678768827167,0.547950372619324,0.66595749274871,0.782652031034192
"ENSG00000005469",7.10262676604535,0.120486124574067,0.565272438089055,0.685245991436217,0.797681974961475
"ENSG00000005483",59.7910446348461,-1.06114212739013,0.207700375376779,8.97868001461111e-08,9.60945606779732e-07
"ENSG00000005486",52.5506749731635,0.395732835712011,0.243393317974257,0.0796090153962925,0.174966625972237
"ENSG00000005513",16.8639966654017,-0.935243571049484,0.413573612598827,0.00664319467678682,0.0240061729486969
"ENSG00000005700",25.3871716032776,1.15799001340421,0.342359750898157,0.00017403688886768,0.00102855644671934
"ENSG00000005801",7.04121517265254,0.0565688286907984,0.434656660612946,0.863941422507668,0.916790202858238
"ENSG00000005810",34.730594693543,-0.138360486816054,0.26222050258444,0.563372081066512,0.703719411068718
"ENSG00000005812",43.2673968884684,0.0640697784922159,0.22382581235154,0.768076841079375,0.854450011994832
"ENSG00000005882",3.0925239754244,0.11387798391121,0.572486535204109,0.697728184794887,0.806634961064043
"ENSG00000005884",120.572893034118,0.869174555651527,0.163353495672229,4.0419234334836e-08,4.5678604585634e-07
"ENSG00000005889",34.3641527014179,-0.810534532474511,0.274743245807866,0.00125605603566523,0.00589300745278878
"ENSG00000005893",93.5780733138435,0.553997398438157,0.185140393299289,0.00178033880560903,0.0079118136024561
"ENSG00000005961",1.53970403185275,-0.360285361610506,0.725051402336564,0.180128228311669,NA
"ENSG00000006007",54.0200286947501,1.30978562723666,0.271235102146717,2.91513983481712e-07,2.90672864926487e-06
"ENSG00000006015",5.34493359360072,0.100785145968646,0.579361507045886,0.717986100219938,0.821306051227197
"ENSG00000006025",1.09831319825293,-0.226351408908845,0.658371053306247,0.33896490190007,NA
"ENSG00000006042",9.49385677496813,1.52950812223691,0.629379773937446,0.00204895582046931,0.00892138190795857
"ENSG00000006047",0.945350488754202,0.232465630820621,0.690644340009049,0.203433335958662,NA
"ENSG00000006062",20.8641449516022,0.497570483483555,0.330810852610689,0.0840680992698586,0.182265524122797
"ENSG00000006118",22.6282547073305,-0.18225435651424,0.308036166930297,0.500077692711363,0.650975043849239
"ENSG00000006125",137.898797213961,-0.0686193059462582,0.130501655862317,0.589442617731368,0.724344031836876
"ENSG00000006128",9.02077818209081,-0.226882156068775,0.58946914024541,0.460019437582626,0.615808320684208
"ENSG00000006194",41.374098097587,-0.451887072789712,0.238949656772357,0.0411010508582617,0.104987162005581
"ENSG00000006282",10.3407642426892,1.11878487701327,0.518718022846293,0.00669000740729849,0.0241421207124605
"ENSG00000006283",0.842881294278655,-0.217067569450376,0.666090094715531,0.311620103930938,NA
"ENSG00000006327",979.184796857992,0.133568954093046,0.0789435636418843,0.0878081076912835,0.188137717441986
"ENSG00000006432",44.5972757600941,-0.611287914016767,0.232860920642922,0.00487478996564064,0.0186038191888384
"ENSG00000006451",84.1403918869324,0.589753175422623,0.179209169408767,0.000616290558914687,0.00315322154752857
"ENSG00000006453",99.6016904856885,-0.626555144447362,0.171889109028946,0.000152256850710754,0.000914655518542369
"ENSG00000006459",45.5126032611037,0.313850496827138,0.225487906703211,0.139294854848451,0.263588251783088
"ENSG00000006530",6.19807639015965,0.306843705919201,0.515670041606338,0.38172859750579,0.54286982266039
"ENSG00000006534",0.991162115202021,-0.0344715285708036,0.638860620877744,0.812859011199921,NA
"ENSG00000006555",11.5963416922196,1.7787167132872,0.751926815370488,0.00250094895024859,0.0106320691533391
"ENSG00000006576",11.6090165874769,-0.306418577929919,0.410358512780687,0.344394517889905,0.504527979577223
"ENSG00000006606",0.616979572010879,0.0366700676439604,0.650330196717421,0.770129526706802,NA
"ENSG00000006607",21.318000832734,-0.313493528523596,0.319904819432057,0.26065217078155,0.416266677534362
"ENSG00000006625",132.892982306462,-0.173486609839288,0.209875085031033,0.382257202713426,0.543372082640361
"ENSG00000006634",10.5956524385595,-1.30637482253074,0.552105140887589,0.00278012704753966,0.0116232500440276
"ENSG00000006652",132.635128619225,-1.65946514491836,0.167164997208228,4.42780241352561e-24,1.60181546265615e-22
"ENSG00000006695",7.97811615157315,-0.370785672415674,0.479376191457843,0.285150492889288,0.441892408853214
"ENSG00000006704",52.4626127926451,-0.152755037027545,0.212146534291126,0.444482818115086,0.602679232574838
"ENSG00000006712",127.16540104931,-0.452256478215797,0.148845375447236,0.0017537673194396,0.0078069398097901
"ENSG00000006715",43.0670806847603,-0.490133550001858,0.248526681841308,0.0323092659618965,0.0871043483086891
"ENSG00000006740",0.836619277208872,0.0977784724965768,0.634983987511157,0.624356820741396,NA
"ENSG00000006744",26.4276352441084,0.90420119124709,0.367928150362398,0.00463634849692872,0.0178704686316547
"ENSG00000006747",0.688555833037812,-0.198050230423731,0.673302335909937,0.263020161584821,NA
"ENSG00000006756",4.08709449112309,0.633077428176325,0.683847564278837,0.116746277638635,0.232395349090581
"ENSG00000006757",11.6080492503634,0.763389098738211,0.598404503158752,0.063509171853621,0.146909009121323
"ENSG00000006831",81.2754740254176,0.0856241820186174,0.179084536371939,0.621015197591433,0.748867913202085
"ENSG00000006837",3.50138667674,-0.515823157109303,0.676142172739827,0.163057016622869,0.296286805353744
"ENSG00000007038",9.11670285620664,0.25089099422275,0.431164155836147,0.449887311287978,0.607560692290593
"ENSG00000007047",31.0164338065922,0.714131883532754,0.297575533362433,0.00772551092280082,0.0271115471507804
"ENSG00000007080",63.0726260849317,-0.319532484552932,0.267875090725684,0.190028657839701,0.330713573280261
"ENSG00000007168",160.230634489123,-0.0886072358947776,0.125021927990945,0.469524825301812,0.62394252235007
"ENSG00000007202",76.4296405781281,1.04168040097786,0.205792332237325,1.26442849907653e-07,1.32623602634768e-06
"ENSG00000007237",2.67598955908441,-0.680634162819738,0.949671476910749,0.0822570864267776,0.179400837813603
"ENSG00000007255",3.19760805251769,0.104237971346923,0.579074574887271,0.713266659814437,0.817973781912775
"ENSG00000007341",6.11060751561878,-0.390204185156992,0.512346883158268,0.269595694695095,0.425878823858533
"ENSG00000007376",12.9428778831598,1.21936419734669,0.617246329097064,0.00828144719748163,0.0286641973108405
"ENSG00000007384",134.362460661816,-0.89167501596216,0.157489319556156,5.64728436020643e-09,7.19302989507574e-08
"ENSG00000007392",42.9339584056534,-0.571930418353207,0.24576365011225,0.0118542945938806,0.0387240290066765
"ENSG00000007516",2.30961335982969,-0.684539757803149,0.903380764127814,0.0813310329327212,0.177739910879097
"ENSG00000007520",58.8402136211082,0.48898200466818,0.288709494566228,0.0595691229177444,0.139639721912856
"ENSG00000007541",7.30093608373445,0.843498401541963,0.639320993004042,0.0509893140937326,0.123632103014667
"ENSG00000007545",43.6138282885592,-0.483948440923471,0.241831057482995,0.0309567382447619,0.0845164005468219
"ENSG00000007866",101.316384114952,0.19165635995265,0.182854220045193,0.275570500668779,0.432507686719542
"ENSG00000007923",55.4685055434182,-0.236434640664566,0.22773713261598,0.266846100089818,0.422857848000421
"ENSG00000007944",28.4545501104121,-3.13898002312624,0.405908493312295,1.26223989307192e-15,2.84317912106697e-14
"ENSG00000007968",1.1685321164392,-0.139427199308818,0.64649574271054,0.468457334489685,NA
"ENSG00000008018",203.322410880028,-0.66755954448525,0.123493266004022,3.54743327600509e-08,4.02983510211928e-07
"ENSG00000008056",3.09210092432479,-1.48648989951976,1.21449976473355,0.015237261096671,0.0477897570388067
"ENSG00000008083",27.4937984935166,-0.0333407776483532,0.290174721377812,0.896622199032188,0.93786709160388
"ENSG00000008086",4.02993524057752,-0.33878213078749,0.573973180254594,0.325397943706596,0.484316649297859
"ENSG00000008128",35.1869000504728,-0.85370328238191,0.280424179606131,0.000856323744078602,0.00420854917935636
"ENSG00000008130",39.4613566258966,0.200168840134636,0.239247640665553,0.370007405266945,0.531126305381909
"ENSG00000008256",62.6707034767526,-0.831905250615207,0.212166621589949,3.5451597364894e-05,0.000245155543231063
"ENSG00000008282",83.7677813312502,0.316041442559814,0.212313344667109,0.11512544534885,0.230005682081408
"ENSG00000008283",19.0236448055418,0.33685092849674,0.393669803072475,0.288006695381489,0.445162891213478
"ENSG00000008294",162.440234640171,-1.17614833443542,0.133220551197261,2.35153567728523e-19,6.59836891327129e-18
"ENSG00000008300",32.0287493636874,-2.92497807832472,0.367436702932011,1.78478875885816e-16,4.24715927732574e-15
"ENSG00000008311",35.4706032961131,-2.13860502081141,0.355932638935793,2.04050186545357e-10,3.06940097332603e-09
"ENSG00000008323",9.42383877285166,-0.0302748436039287,0.440898411284244,0.925225951538706,0.956246434409435
"ENSG00000008324",58.0677142475554,-0.168450418725025,0.251317713366944,0.464918803146275,0.620143598061644
"ENSG00000008382",4.347047846479,0.00204463713953192,0.572575062846171,0.990861249013266,0.994192384019118
"ENSG00000008394",20.3249467111089,0.381989172324032,0.449261628155535,0.264842392139981,0.42079284901738
