"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000000003",6.79756881531215,2.22001240150373,0.683796095132496,0.000205089032877215,0.000864750037571033
"ENSG00000000419",203.640310491369,-0.269652687867108,0.157157587731972,0.0822305542019243,0.153428620618846
"ENSG00000000457",12.7137683134643,0.866324857299251,0.487296213533061,0.0438122976948365,0.0918969160707922
"ENSG00000000460",5.6049795733148,-0.0437692780166074,0.59089862612045,0.92734630920124,0.949982217545677
"ENSG00000001036",17.1144793570355,0.189390263625105,0.364541900078013,0.579851079170365,0.696737843473622
"ENSG00000001084",54.1729202571063,-0.222056320279727,0.214046747138409,0.287909816436473,0.416528824884726
"ENSG00000001167",59.4658190221881,0.24616392478647,0.257803372236414,0.323678106343826,0.455637232624621
"ENSG00000001460",7.71630182122744,0.226568159603605,0.509685785673993,0.609257810145854,0.720117300076104
"ENSG00000001461",10.5242656515289,0.560617390412772,0.441998095571086,0.159630421036696,0.261657926534189
"ENSG00000001497",21.9810785756794,1.45579975054796,0.351739401749538,1.21770852311095e-05,6.51632497776289e-05
"ENSG00000001617",43.2852067833556,2.38683239044442,0.27278548434287,3.9121972665246e-19,7.22927851753808e-18
"ENSG00000001629",50.8081541358292,-0.61820419237466,0.229855462385994,0.00568548771588318,0.0165171736973034
"ENSG00000001630",131.526984615169,0.0780367764116034,0.136589080970902,0.565965938760519,0.684886899531253
"ENSG00000001631",21.9995719039505,-0.544339493930625,0.335970393152316,0.0853196869138779,0.158168305618193
"ENSG00000002016",9.80166529527933,-0.221364234555183,0.502548681775781,0.61213269371605,0.722503290098601
"ENSG00000002330",34.7954422974143,0.0527697630880296,0.288485807113383,0.852689716916571,0.907313642654743
"ENSG00000002549",19.7561801112173,1.57982754610032,0.373472450957985,7.17220987636396e-06,4.00791774729267e-05
"ENSG00000002586",29.5519305720608,-0.662868581304621,0.282705159161339,0.0144033550531065,0.0365866059624966
"ENSG00000002587",0.706052427661256,0.0442154485025206,0.89578635835006,0.922490602676291,NA
"ENSG00000002822",8.17310224023894,0.163170169924843,0.478404365791335,0.701012895228048,0.795074111787564
"ENSG00000002834",60.0996214701626,-0.132410357918506,0.20260789248545,0.502676771078056,0.629218793558719
"ENSG00000002919",27.5499907040012,0.238978451376669,0.303165584498466,0.409461503400178,0.541916871437328
"ENSG00000003056",114.059065604612,-0.36264148487399,0.165362690400896,0.0260804155662771,0.0595538677151901
"ENSG00000003096",0.706481453593194,0.451894741055819,1.0535574507205,0.262162421852467,NA
"ENSG00000003137",3.11187611723012,-0.353926401306194,0.813618764000665,0.502864297170558,0.629290755261252
"ENSG00000003147",6.99278663263318,0.257279232314484,0.54623484438631,0.579746504617113,0.696673422987172
"ENSG00000003249",9.27964547874059,0.0906863748058842,0.456308776115568,0.82620975883945,0.889029405767259
"ENSG00000003393",37.9799743167356,-0.413544671030169,0.299107913215159,0.146591164335651,0.244624558825254
"ENSG00000003400",4.22291827278933,1.55690303285323,0.815451370166782,0.0138577207506973,0.0354193697099232
"ENSG00000003402",15.2559263406387,0.206482581855253,0.37836467278497,0.557471576955788,0.677598864331552
"ENSG00000003436",0.812534703979714,-0.522672740803103,1.10397817480831,0.342837981963672,NA
"ENSG00000003509",18.7738056041124,-0.539525474476665,0.375054592100104,0.121091356095856,0.210342714009876
"ENSG00000003756",329.452065709463,-1.81150550101203,0.195282204160112,6.27086978843043e-21,1.24681174868033e-19
"ENSG00000004059",164.947658527375,0.815115182794178,0.143527277201349,9.34082357265557e-09,7.80389758144962e-08
"ENSG00000004139",1.25231071476072,-1.00071171877872,1.44706088772159,0.0999979406411103,NA
"ENSG00000004142",120.10237738997,0.922178063310279,0.168964228352931,3.03460606390022e-08,2.37925676959933e-07
"ENSG00000004399",1.31537093701075,-1.73010311997428,2.33480878901278,0.0319297697914136,0.0705601836271721
"ENSG00000004455",35.1765893026327,0.621071222460203,0.261034270992259,0.013720420479489,0.0351620888022511
"ENSG00000004478",463.211847561009,-0.45428326527778,0.101505586361842,6.92501050928276e-06,3.88789104060551e-05
"ENSG00000004487",73.9239629927235,-0.38520968132191,0.196079246853837,0.0450679165066647,0.0940221243642664
"ENSG00000004534",54.7572265131917,-0.604303504545826,0.239514579239709,0.00932264326974095,0.0252112436347776
"ENSG00000004660",4.64874352322465,-0.932541750746766,0.717675267499204,0.0934411115124228,0.170479695845542
"ENSG00000004700",535.561625345351,-1.86149447359744,0.170645070870811,3.46359733443068e-28,9.4428946267291e-27
"ENSG00000004766",14.2991312332164,0.332286085798136,0.405553635276905,0.372697510751875,0.504559903613385
"ENSG00000004777",8.91815020148676,-2.18097527491407,0.972114071765254,0.00588713663021545,0.0170513746060264
