"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"7689",32.5264884786086,-2.24814854063574,0.378388896710013,2.97241753756744e-10,4.61139474258428e-09
"795",23.6451333029481,-2.22524944087848,0.374322940386958,2.99469400994526e-10,4.64055836012656e-09
"9041",69.456841387378,-1.31323064248039,0.217686574562081,3.2781381166033e-10,5.06214337404181e-09
"1691",64.06742617266,-1.41246048721607,0.235690181788613,3.66977552454372e-10,5.64080012079058e-09
"1611",61.4123055692339,-1.3550501968064,0.22574181074142,3.78526169724968e-10,5.81161813172673e-09
"12951",27.5783612976308,-2.74051465928116,0.467310870745335,4.13914071999672e-10,6.34034620966661e-09
"14380",39.5986426035629,-1.88983052989351,0.319736644087699,4.42802937068892e-10,6.77508805776738e-09
"14713",27.2129671503232,-2.29259572596255,0.391513915065684,4.73518430318243e-10,7.23675016873539e-09
"12968",60.6450212618827,-2.51262196612201,0.432642271988895,4.85849398619913e-10,7.39977474473388e-09
"551",62.5113660502963,-1.32535746804774,0.223037012814286,5.5199571377256e-10,8.3880715411771e-09
"13567",183.13499093841,-1.30110843753475,0.218959776053329,5.62240722787511e-10,8.53403381505231e-09
"4162",24.5446859808064,-2.3201059759684,0.398415062500067,5.80375854328936e-10,8.7893015305978e-09
"2556",21.2351036911,-2.62701122423309,0.450780632719907,5.82896268352951e-10,8.81746259905337e-09
"12174",121.234313396657,-1.0403906516741,0.173708594363435,6.07375161126887e-10,9.1669676467816e-09
"3867",89.1863956019367,-1.08489320832718,0.181582638709705,6.33346747233744e-10,9.54814949332498e-09
"3677",118.822494524993,-1.29526434451374,0.218578131184533,6.34259677818616e-10,9.55112034024376e-09
"5660",65.0297735888057,-1.31881997690471,0.222814917854068,6.47782852071696e-10,9.74376416272894e-09
"8320",108.788556021924,-1.01593889029734,0.16969636448798,6.51333178995524e-10,9.78613431774582e-09
"1194",29.3873396899895,-2.16769660760969,0.37379015425456,6.92354111899477e-10,1.03907632856725e-08
"3839",57.9154185026968,-1.41202592453563,0.239695064438627,7.0828707376913e-10,1.06179394811547e-08
"11914",66.3737203179997,-1.24471748762366,0.210908707417289,7.40258448873933e-10,1.10599420211378e-08
"5480",83.8921938135615,-1.65590976723193,0.283564824719215,7.86977893028488e-10,1.17316860880292e-08
"6484",134.000222360571,-1.07221858850427,0.180533881067909,7.9771437708432e-10,1.18784656462712e-08
"1463",65.3697848414233,-1.41828059091612,0.241956593765347,8.1626901905976e-10,1.21276851361863e-08
"634",15.680078915314,-3.22040878336714,0.558575660897448,9.03138481752108e-10,1.3358839937402e-08
"8344",45.6847889541704,-1.54408245318889,0.26546931366809,9.34722513604189e-10,1.38107062862758e-08
"6654",53.7552136699647,-1.44645188318174,0.248158547193815,9.49431557410184e-10,1.39815848112215e-08
"12280",16.0571834463068,-3.21838920981263,0.560699127121233,1.03521893705593e-09,1.52113337645377e-08
"7433",47.9955320823268,-1.48656797340946,0.25666497276603,1.123769179858e-09,1.64761850523795e-08
"10877",29.7126596809341,-2.05622898678931,0.359745634198209,1.15673818433604e-09,1.69409449565438e-08
"13036",64.6838318918282,-2.9188311213667,0.518058141726079,1.19113872748107e-09,1.74256281820751e-08
"7818",70.3236016251417,-1.30088314493424,0.223509070240081,1.20567437369642e-09,1.76189567293073e-08
"11943",93.5970527827836,-1.10217434558817,0.188359204948001,1.27383819419947e-09,1.8574370696185e-08
"9089",44.0017316932636,-1.66032812863154,0.288774376665546,1.28951339630969e-09,1.87824101894802e-08
"2982",96.9831172055379,-1.02507668063039,0.174707707712188,1.32802315774608e-09,1.92801795110427e-08
"10952",15.7919001822618,-3.1206121587124,0.549252765135776,1.32706041161971e-09,1.92801795110427e-08
"14438",44.1740365452958,-2.12334959056309,0.374119334293176,1.3375472957092e-09,1.93973434992958e-08
"10655",96.5454697558915,-2.07241351838877,0.362010707928227,1.39743595115403e-09,2.02218985469599e-08
"14559",16.4056159834622,-8.36982065293165,2.7766826911425,1.47135762274011e-09,2.12685302303343e-08
"9105",85.2899646176226,-1.06760184291779,0.182845990862494,1.49761799468126e-09,2.16013181459863e-08
"9870",47.4175549047037,-1.45608462178983,0.253237025800756,1.50028512958558e-09,2.16062532731587e-08
"11167",60.4565516530219,-1.44080294943086,0.250471375871949,1.50119897947969e-09,2.16062532731587e-08
"11199",81.7484890660149,-1.10391249190766,0.1896109263181,1.54233915862201e-09,2.21744494119988e-08
"15100",71.2699205533439,-1.35404400755199,0.235219855516112,1.6263296233022e-09,2.33317094990301e-08
"11596",91.3690295709036,-1.05132317355232,0.18119296642453,1.87824619545296e-09,2.68591219075385e-08
