"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"28981",1.14349134615385,-0.776556213017752,3.89029014941251,0.00164375749322941,0.0158418892098282,-1.84287081943636
"8897",2.79556346153846,-1.64390828402367,3.88965681825979,0.00164580427034525,0.0158573616597572,-1.84412532096184
"33229",2.72379711538461,-0.681082840236687,3.88833146550544,0.00165009589457938,0.0158774224414415,-1.84675061125771
"36107",1.02944134615385,-0.155940828402367,3.88817819725171,0.00165059292648433,0.0158779526788903,-1.84705421155966
"22583",1.39224038461538,-0.0209171597633137,3.88497673708962,0.0016610098016758,0.0159397492426308,-1.85339593670837
"2349",1.21088653846154,-0.28805325443787,3.8840701359108,0.00166397182603789,0.0159596486219208,-1.85519185647083
"4761",1.32299711538461,0.429955621301775,3.87773906482801,0.00168480689759004,0.0160950351033003,-1.86773387566813
"18828",5.14635,-1.94276923076923,3.87434569645651,0.00169608326651479,0.0161855446700159,-1.87445662874459
"14299",3.20776730769231,-2.64492603550296,3.87302122158513,0.00170050538048894,0.0162105221054888,-1.87708067924098
"13396",1.80738653846154,-0.755168639053254,3.86897646916927,0.00171408259790248,0.0162967117385653,-1.8850943999112
"41285",2.64339711538462,-0.580390532544378,3.86653649334666,0.00172232624956613,0.0163331095861271,-1.88992881793019
"13439",3.80393942307692,-1.35589349112426,3.86567764733456,0.00172523751363892,0.0163508463802513,-1.89163051487511
"4903",1.1737875,-0.047076923076923,3.86240450659975,0.0017363785634085,0.0164283734257573,-1.89811598982671
"34996",2.498775,-1.269,3.86220042243337,0.00173707563930118,0.0164283734257573,-1.89852037472122
"3529",3.25675288461538,-0.873186390532544,3.8620171755932,0.00173770178508077,0.0164299703779387,-1.89888347204504
"26341",1.17482211538462,-0.504044378698225,3.85489254182781,0.0017622250871389,0.0166006778069778,-1.9130012578048
"29858",1.52015192307692,-0.170508875739645,3.85380267287145,0.00176600737596309,0.0166082685200877,-1.91516097882785
"37889",1.01445192307692,-0.402508875739645,3.85363653198928,0.00176658467700089,0.0166082685200877,-1.91549021139722
"7993",2.95684615384615,-1.48713609467456,3.85284438455621,0.00176933984502395,0.0166162501324358,-1.91705997590676
"29594",3.0765375,-2.05273076923077,3.85268626640433,0.0017698903185959,0.0166162501324358,-1.91737331342581
"21558",3.05302019230769,-2.43357396449704,3.85170245570688,0.0017733192777792,0.0166354016530885,-1.9193229103252
"37726",4.10768557692308,-0.712183431952662,3.84937085954687,0.00178147278371181,0.0166684493607703,-1.92394346539777
"43137",2.21926826923077,-1.11960355029586,3.84861049370121,0.00178413998773753,0.0166759535950629,-1.92545031666307
"24215",2.9627625,-0.973769230769231,3.84825074176527,0.00178540333646821,0.0166790838471052,-1.92616325740095
"17195",1.13887019230769,-0.261997041420118,3.84714983619517,0.00178927506297156,0.0167022249253066,-1.92834500050606
"34153",1.370125,-0.7955,3.84538549889478,0.00179549779132224,0.0167472586044696,-1.93184156459428
"37801",1.62024423076923,-0.556781065088758,3.84192542751034,0.00180776523656515,0.0168354580571667,-1.93869891475395
"35346",1.86031346153846,-0.0146390532544378,3.83768351107732,0.00182292097217727,0.0169108514354137,-1.94710608455155
"10827",1.16885192307692,-0.38889349112426,3.83547292261063,0.00183087019399722,0.0169714487100429,-1.9514874459468
"32336",2.18195673076923,-1.0062426035503,3.83430166948825,0.00183509625935248,0.0169914465871887,-1.95380889348202
"39303",1.18848461538462,-0.520044378698225,3.83319935619038,0.00183908263363305,0.0170212261575997,-1.95599372408483
"33212",2.50326057692308,-1.27006804733728,3.83137239663728,0.00184570898618314,0.0170626686745267,-1.95961488263699
"14331",2.49006153846154,-0.462937869822485,3.82694303843072,0.00186187508657834,0.0171790729290378,-1.96839442252787
"27149",1.08389134615385,-0.306286982248521,3.82624817867033,0.00186442418256033,0.0171981762401053,-1.96977175267396
"5616",1.421575,-0.0772307692307693,3.82088232682816,0.00188422862252287,0.0173218191207702,-1.98040806331928
