"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"472",-1.06920096153846,0.821792899408284,-4.82019692314423,0.00027500058954696,0.00441449657252331,-0.0260187538086587
"2848",-1.61439807692308,-0.00350887573964494,-4.82000442885975,0.000275099719610334,0.00441449657252331,-0.0263873085599222
"2824",-1.28676057692308,-2.92323964497041,-4.81726131799228,0.000276516382904943,0.00443129220401057,-0.0316397657185412
"21172",-1.62538653846154,-4.73686982248521,-4.81333811753164,0.000278555629096485,0.00445007790031463,-0.0391532087416273
"7742",-1.65867596153846,-3.50770710059172,-4.81088466062526,0.000279838818695174,0.00446660547174541,-0.043852720016373
"3026",-1.35608269230769,-1.9558875739645,-4.80992284563556,0.000280343527902214,0.00446984983741246,-0.0456952150500562
"4341",-1.42457788461538,1.42641715976331,-4.80311549705574,0.000283942692578658,0.0045160588763429,-0.0587384340260995
"22108",-1.09717211538462,-0.667494082840237,-4.80020897542387,0.00028549395461876,0.00453671485868971,-0.0643089466506153
"8614",-1.11356538461538,-0.0944289940828403,-4.79686030338475,0.000287292076081828,0.00456327011562511,-0.0707279554186311
"35699",-1.35675673076923,-4.27644970414201,-4.79398103448716,0.000288847511490856,0.00458189944386533,-0.0762481054361102
"27137",-1.1045125,-3.72634615384615,-4.7934634645814,0.000289128035037902,0.00458230311904578,-0.0772404845132968
"6440",-1.59385865384615,-2.41247928994083,-4.79181334764686,0.000290024283707854,0.00459177879722422,-0.0804045740212738
"16803",-1.14482115384615,-1.3762100591716,-4.78657022783017,0.000292891167080841,0.00462765467988018,-0.0904600969124747
"17710",-1.31461442307692,-2.7236449704142,-4.78541978245509,0.000293524131103218,0.00463358018734953,-0.0926668601414544
"525",-1.77379903846154,-3.73875443786982,-4.78225549527988,0.000295272400041574,0.00465096100880917,-0.098737242615198
"25898",-1.41238173076923,-0.482295857988166,-4.78091452362161,0.000296016533129806,0.00465859746772703,-0.101310080130915
"109",-1.14942884615385,2.80636390532544,-4.7806178778736,0.000296181409885979,0.00465915143423527,-0.101879260599768
"13312",-1.74236538461538,3.26480177514793,-4.77890321530982,0.000297136288499769,0.00467008298753639,-0.105169397519432
"7967",-1.26421634615385,-2.23740532544379,-4.77611867970351,0.000298693758504275,0.00469045806350529,-0.11051307792391
"3241",-1.28856346153846,-2.89274556213018,-4.77522611487701,0.000299194780507824,0.00469198522941203,-0.112226128733043
"7478",-1.37508173076923,-1.07552662721893,-4.77318094408395,0.000300346073262972,0.00470309354125243,-0.116151621619639
"17455",-1.00559615384615,-1.59809467455621,-4.77305929477385,0.000300414697797721,0.00470309354125243,-0.116385128362714
"8233",-1.14925,-3.13234615384615,-4.76484689637077,0.000305085160187833,0.00476790113979497,-0.132152393724732
"782",-1.16703461538462,-2.50684023668639,-4.76032408902313,0.000307689321740609,0.00479885249743414,-0.140838830724256
"31133",-1.37164038461538,-2.71142899408284,-4.7590445283634,0.00030843023626017,0.00480763121847794,-0.143296714558429
"15692",-1.00472980769231,0.419387573964497,-4.75551450979653,0.000310483832120588,0.00482918748264334,-0.150078324486661
"17250",-1.37032596153846,-2.03043786982249,-4.75551215061138,0.000310485209299065,0.00482918748264334,-0.150082857202018
"3330",-1.12872307692308,1.51079881656805,-4.75421809838328,0.000311241567285817,0.00483676395805022,-0.152569212078689
"24490",-1.05277307692308,-1.38281656804734,-4.75333304135132,0.000311759969354785,0.00484272543836925,-0.154269833253273
"17566",-1.44447692307692,-4.62810650887574,-4.75150805168989,0.000312831735927106,0.00485517556808854,-0.157776769075634
"36362",-1.05506153846154,-1.75025443786982,-4.74921506084184,0.000314183749240869,0.00487194990352834,-0.162183503894223
"17532",-1.53842211538462,-3.44110946745562,-4.7482215517953,0.000314771425223275,0.00487895709096076,-0.16409302314406
"234",-1.32704903846154,1.44386094674556,-4.74551903584426,0.000316375762434935,0.00489326937947687,-0.169287750239349
"10557",-1.2241625,-2.31757692307692,-4.74463352496519,0.000316903279113211,0.00489931924064482,-0.170990023802684
"2812",-1.03167019230769,1.41303550295858,-4.74095928511437,0.000319101830602548,0.0049207006709708,-0.178054093281125
"18511",-1.06577211538462,-1.11137869822485,-4.74094895455078,0.000319108034272091,0.0049207006709708,-0.178073956675142
"14933",-1.04725576923077,-0.0397041420118343,-4.73738654929836,0.000321254768092104,0.0049474335888475,-0.184924316980867
"678",-1.49067596153846,-2.08786094674556,-4.73398047134564,0.000323321259875564,0.00497499338161419,-0.191475260365626
"39435",-1.37835576923077,-3.13805029585799,-4.73291460218341,0.0003239707491746,0.0049828531879684,-0.193525496496448
"2967",-1.32093269230769,-1.66881065088757,-4.72968171903776,0.000325948973375459,0.00500377657254047,-0.199744755928933
"4714",-1.19725961538462,-5.61745562130178,-4.72511954683882,0.000328761863409793,0.00503498933949295,-0.208523016172366
"13647",-1.3385375,-1.64023076923077,-4.72486144258163,0.000328921750191447,0.005035291675598,-0.209019707228205
"30213",-1.19998557692308,0.981568047337278,-4.72002561871791,0.000331932282031287,0.00507273286308044,-0.218326906507827
"23107",-1.04050096153846,-2.31524556213018,-4.71663520403324,0.000334059947582551,0.00509657743384012,-0.224853609261261
"13844",-1.03904326923077,-1.81847337278107,-4.71586936743697,0.000334542499124381,0.00510177311164682,-0.226328037915905
"3479",-1.28637211538462,2.41369822485207,-4.71370525837558,0.000335909995873127,0.00512045406946355,-0.230494808800309
"3966",-1.14592115384615,1.55432840236686,-4.70907958528296,0.000338852353682899,0.00515655494090339,-0.239402627570601
"32040",-1.44301923076923,-2.51383431952663,-4.70807125900729,0.000339497270719285,0.00516418181188535,-0.241344677727511
"1410",-1.05174615384615,-1.40978698224852,-4.70543577960703,0.000341188897747421,0.00518771726922009,-0.246421121815401
"24841",-1.01060865384615,-2.72486390532544,-4.69893907794619,0.000345396213453615,0.00523838773878216,-0.258937955883019
