,log2FoldChange,AveExpr,t,P.Value,padj,B
35735,1.13527004,0.015154412,4.046069403,0.000271202,0.00184563,-0.744380497
43064,-0.731920833,-1.010680556,-4.046029897,0.000271233,0.00184563,-0.744492323
38172,-0.570449306,-0.249670752,-4.045520027,0.000271635,0.001848073,-0.74593554
38270,-0.50948998,-0.245125408,-4.045327486,0.000271787,0.00184866,-0.746480521
10558,-0.686686806,-1.671420752,-4.045301115,0.000271808,0.00184866,-0.746555164
40457,4.14519246,-3.128690768,4.044506031,0.000272437,0.001852642,-0.748805519
31666,-0.554943254,1.324260621,-4.044177476,0.000272697,0.001854117,-0.749735394
39870,-0.544812004,-1.165303105,-4.043987589,0.000272848,0.001854845,-0.750272799
35951,1.631640675,-0.002241013,4.043636665,0.000273127,0.001856442,-0.751265934
38058,-0.62642381,-0.29242116,-4.043117369,0.000273539,0.00185895,-0.752735517
29959,-0.482362202,-0.174728758,-4.042508165,0.000274024,0.001861833,-0.754459446
9511,-0.348250198,1.360912582,-4.042474483,0.000274051,0.001861833,-0.754554756
42105,-0.869277282,-2.557975899,-4.042130186,0.000274325,0.0018634,-0.755529006
42278,2.15642371,0.963985703,4.040800594,0.000275387,0.001870318,-0.759291037
41358,1.385789881,0.334990196,4.040213633,0.000275858,0.001873212,-0.760951678
19136,-0.371606746,0.028143791,-4.039790626,0.000276197,0.001875218,-0.762148403
30742,-0.925907738,-2.195311683,-4.039573592,0.000276371,0.001876102,-0.762762393
40777,-0.749596627,1.400559232,-4.039372795,0.000276533,0.001876899,-0.76333044
5310,2.049624702,-0.154454248,4.039307571,0.000276585,0.001876955,-0.763514952
39863,-0.762751488,-0.791265114,-4.038959085,0.000276865,0.001878558,-0.764500773
11334,-0.65458006,2.733676062,-4.038706596,0.000277068,0.001879638,-0.765215012
1459,-0.901899008,0.438793709,-4.038569045,0.000277179,0.00188009,-0.765604108
6558,-0.783292361,-0.100927288,-4.038404854,0.000277311,0.001880688,-0.766068557
18746,-0.438917659,-0.783279412,-4.038198195,0.000277478,0.001881225,-0.766653123
21500,2.26937629,-1.070529412,4.038197227,0.000277479,0.001881225,-0.766655861
41095,-0.774139881,-0.615527369,-4.037823867,0.00027778,0.001882686,-0.76771194
17561,-0.586983532,0.044823121,-4.037820442,0.000277783,0.001882686,-0.767721628
41596,-0.379192857,0.807752042,-4.037649213,0.000277921,0.001883324,-0.768205952
17697,-0.44484494,-0.331677696,-4.037482669,0.000278056,0.001883936,-0.768677015
677,-0.59227629,0.202618056,-4.037392173,0.000278129,0.001884132,-0.768932977
31964,-0.799271825,-0.558973039,-4.036996991,0.000278448,0.001885997,-0.7700507
42555,-0.644950694,-0.740686683,-4.036700054,0.000278689,0.001887325,-0.770890523
18502,-0.438602083,0.962237337,-4.036562197,0.0002788,0.001887781,-0.771280415
11913,-0.482156845,1.963084967,-4.036299422,0.000279013,0.001888923,-0.772023588
37525,-0.626131647,1.19369567,-4.035431605,0.000279718,0.001893391,-0.774477803
18544,-0.621414683,-2.264230801,-4.034875612,0.00028017,0.001896151,-0.776050069
28920,-0.508011012,-0.393262255,-4.034812823,0.000280221,0.001896196,-0.776227621
33420,0.502483433,-0.006642974,4.034415963,0.000280544,0.001898082,-0.777349827
10529,-0.526680456,0.376990605,-4.034320003,0.000280622,0.00189831,-0.777621167
5962,-0.62392381,1.791295752,-4.033715443,0.000281116,0.001901345,-0.779330599
21298,-0.570863988,-1.10050817,-4.033505073,0.000281288,0.001902206,-0.77992541
42691,-0.840665873,-1.67451348,-4.032631575,0.000282002,0.001906736,-0.782395066
1506,-0.544942262,0.156184232,-4.032259043,0.000282308,0.001908357,-0.783448271
17239,-0.516178571,0.65235866,-4.032229767,0.000282332,0.001908357,-0.783531038
17220,-0.528876488,-0.125394199,-4.03177497,0.000282705,0.001910577,-0.784816768
39455,-0.604846627,-1.022560049,-4.031715726,0.000282753,0.001910603,-0.784984249
18132,0.997855952,-0.444412582,4.031243109,0.000283142,0.001912924,-0.786320295
42862,-1.091531548,0.554986111,-4.030867224,0.000283451,0.00191471,-0.787382847
32021,-0.639204861,-0.704004085,-4.030550679,0.000283712,0.001916168,-0.788277628
2274,-0.506902579,0.769229575,-4.030489841,0.000283762,0.001916203,-0.788449597
6274,1.610202778,1.362877451,4.030045578,0.000284128,0.001918373,-0.789705349
13526,-0.671530655,2.21654085,-4.029332222,0.000284718,0.001922047,-0.791721614
38866,-1.476777778,1.686984477,-4.029276753,0.000284764,0.001922052,-0.791878389
38926,-0.818814187,-2.114144199,-4.029219075,0.000284811,0.00192207,-0.792041404
139,-0.673565873,0.843511846,-4.029037452,0.000284961,0.001922779,-0.792554726
39419,-0.672385813,0.422202614,-4.028756121,0.000285194,0.001924046,-0.793349838
32797,-0.724781151,-2.219187908,-4.028424992,0.000285469,0.001925593,-0.794285662
39916,-0.614158532,-1.118455474,-4.028183237,0.000285669,0.00192664,-0.794968885
22468,1.798638393,2.617917892,4.027801283,0.000285986,0.001928473,-0.796048293
4340,-0.614904266,1.266085376,-4.027240959,0.000286452,0.001931308,-0.797631707
39224,-0.740454762,2.517684641,-4.026424939,0.000287132,0.001935401,-0.799937545
7770,-0.539934623,-0.350198938,-4.026402976,0.00028715,0.001935401,-0.799999605
26834,-0.59413869,0.76541299,-4.026263146,0.000287266,0.00193588,-0.800394707
4172,-0.647579663,0.420675245,-4.025772239,0.000287676,0.001938335,-0.801781765
43073,-0.72314871,-0.589949755,-4.025521899,0.000287885,0.001939438,-0.802489078
24199,1.249127282,0.324145833,4.024752715,0.000288529,0.001943467,-0.804662236
21428,-0.470671329,0.437042075,-4.024454273,0.000288779,0.001944844,-0.805505377
14058,-0.933501786,-2.183296977,-4.024382713,0.000288839,0.001944941,-0.80570754
2097,-0.568975,-0.231114379,-4.024304499,0.000288905,0.001944994,-0.805928499
2016,-0.604056151,-0.84625817,-4.024264503,0.000288938,0.001944994,-0.806041492
31450,1.530241468,-0.291207516,4.024079581,0.000289093,0.001945526,-0.806563899
852,1.804527877,0.603927696,4.024061506,0.000289109,0.001945526,-0.806614962
38834,-0.373347024,-0.310443627,-4.023524574,0.00028956,0.001948253,-0.808131758
19412,-0.530758135,-0.907022467,-4.023199022,0.000289833,0.001949788,-0.809051383
14816,-0.646171429,1.967689134,-4.022812352,0.000290159,0.00195167,-0.810143618
9398,-0.559185913,1.135415033,-4.022584388,0.000290351,0.001952653,-0.810787537
41752,-0.572144742,-0.665361928,-4.022193054,0.000290681,0.001954564,-0.811892888
32126,-0.568150794,-1.124173611,-4.022111988,0.000290749,0.001954716,-0.812121857
42319,-0.50535119,-0.15245384,-4.021525385,0.000291245,0.001957738,-0.81377867
751,-0.700437302,0.233136029,-4.021179574,0.000291537,0.001959099,-0.814755344
1916,-0.464462202,0.070457108,-4.021177356,0.000291539,0.001959099,-0.814761609
18597,-0.552030655,1.177100899,-4.020799468,0.000291859,0.001960869,-0.815828842
20787,-0.77318502,-0.469811275,-4.020757594,0.000291895,0.001960869,-0.815947101
40458,3.177849405,-1.192436275,4.020697224,0.000291946,0.001960904,-0.816117594
42767,-0.650662004,-0.810434232,-4.020289447,0.000292291,0.001962917,-0.817269186
35819,-0.559194147,0.009181781,-4.020021759,0.000292519,0.001964133,-0.818025135
6925,-0.657771329,-1.376669935,-4.019854001,0.000292661,0.00196478,-0.818498873
35822,-0.889662202,-1.564196078,-4.019531523,0.000292935,0.00196631,-0.819409507
13928,-0.476987698,-0.358671977,-4.018062043,0.000294187,0.001974271,-0.823558788
38778,-0.72371369,2.527536356,-4.018030737,0.000294214,0.001974271,-0.823647178
36045,0.462078571,0.340721814,4.017701664,0.000294495,0.001975683,-0.82457628
9690,-0.59251994,-1.09292116,-4.017675854,0.000294517,0.001975683,-0.824649152
40466,1.71187629,2.191474265,4.017573131,0.000294605,0.001975961,-0.824939173
1820,-0.589655952,-0.882246732,-4.017299282,0.000294839,0.001977221,-0.825712327
34498,-0.912969345,-2.699905637,-4.017136204,0.000294978,0.001977845,-0.826172732
30986,-0.502720139,0.54245384,-4.017016031,0.000295081,0.001978224,-0.826512004
27968,-0.526669643,-1.360579248,-4.016799097,0.000295267,0.001979073,-0.82712444
33264,1.626961111,0.91711683,4.016759671,0.000295301,0.001979073,-0.827235746
21388,-0.639543552,0.348781454,-4.016655033,0.000295391,0.001979363,-0.827531147
38742,-0.381475694,0.639564134,-4.016382331,0.000295624,0.001980468,-0.828300998
33570,-0.878062599,2.063877451,-4.016354391,0.000295648,0.001980468,-0.828379874
1780,1.300468948,0.794430964,4.016222401,0.000295762,0.001980661,-0.82875248
24842,-0.99427877,-0.37172835,-4.016212474,0.00029577,0.001980661,-0.828780503
39218,-0.914889187,-1.463879493,-4.015909083,0.000296031,0.001982094,-0.829636954
39922,-0.585009226,1.132585376,-4.015842408,0.000296088,0.001982166,-0.82982517
41124,-0.748474901,-1.04211152,-4.01573878,0.000296177,0.001982451,-0.830117695
13661,-0.494391171,0.794933415,-4.015405844,0.000296463,0.001984055,-0.831057508
7777,-0.640886905,-1.095727941,-4.015192338,0.000296647,0.001984973,-0.831660179
11837,-0.732181052,-2.156385621,-4.014673382,0.000297094,0.001987622,-0.833125
2426,-0.44644871,-0.123096405,-4.014624459,0.000297136,0.001987622,-0.833263089
39763,-0.597946925,-1.473550245,-4.014409915,0.000297321,0.001988547,-0.833868645
26249,-0.569591071,-1.9330625,-4.014333517,0.000297387,0.001988676,-0.834084277
2329,-0.445416667,-0.063622141,-4.01426109,0.000297449,0.001988782,-0.834288701
16204,-0.440735913,0.539051062,-4.014142712,0.000297552,0.001989153,-0.834622816
31011,-0.686753175,0.518285948,-4.013743904,0.000297896,0.001991144,-0.835748402
39428,-0.547184623,-0.205239788,-4.013300884,0.000298279,0.001993392,-0.836998723
5535,-0.370868353,-0.206120915,-4.012259274,0.000299182,0.001999111,-0.839938226
37136,-0.562685417,-1.242668301,-4.012187083,0.000299244,0.001999216,-0.840141944
20705,0.457086012,-0.330462418,4.011993411,0.000299413,0.002000026,-0.840688463
2688,-1.104809325,1.069616013,-4.011829165,0.000299555,0.002000665,-0.841151941
35703,-0.682012302,0.25504085,-4.011717746,0.000299652,0.002000998,-0.841466345
33689,-0.583350298,0.322951797,-4.011592078,0.000299761,0.002001414,-0.841820953
37965,-0.50658125,-1.147462418,-4.011007596,0.00030027,0.002004496,-0.843470181
9779,-0.597249405,1.038290441,-4.010644128,0.000300587,0.002006296,-0.844495728
21269,-0.73180248,-0.820200572,-4.0105304,0.000300686,0.002006442,-0.844816613
22464,1.797984821,-0.162251225,4.010511096,0.000300703,0.002006442,-0.844871078
15449,-0.936660714,-1.546301879,-4.010426532,0.000300777,0.00200662,-0.845109675
38659,1.559963889,0.65085335,4.010130201,0.000301035,0.002008031,-0.845945748
42429,-1.281965972,0.736847631,-4.009651562,0.000301453,0.002010506,-0.847296142
37175,-0.490107837,-1.917738971,-4.009205094,0.000301844,0.002012796,-0.848555719
15473,-0.427819544,-1.248193627,-4.008977116,0.000302044,0.002013812,-0.84919887
38840,-0.696123016,1.515159722,-4.008426197,0.000302526,0.002016717,-0.850753018
22647,-0.576131845,1.030357435,-4.008306434,0.000302632,0.002016821,-0.851090861
1863,-0.906647718,0.876415441,-4.008271051,0.000302663,0.002016821,-0.851190675
6576,-0.654770933,1.426751634,-4.00824669,0.000302684,0.002016821,-0.851259394
39450,-0.804199107,0.151464052,-4.008132869,0.000302784,0.002017171,-0.85158047
1929,-0.472330159,0.245576389,-4.008045983,0.00030286,0.002017364,-0.851825561
32259,-0.491156845,-0.262482026,-4.007849972,0.000303032,0.002018196,-0.852378471
40302,-0.748585813,-1.45155719,-4.007565121,0.000303283,0.002019548,-0.853181966
36326,-0.48923125,0.276553922,-4.00747821,0.000303359,0.002019742,-0.853427116
4651,-0.506858929,1.220810049,-4.007376821,0.000303448,0.00202002,-0.853713103
26975,1.490136905,1.883759395,4.006924716,0.000303847,0.002022354,-0.854988313
21013,-0.600062996,-0.887338235,-4.006355138,0.000304349,0.002025381,-0.856594792
40881,-1.047580655,-0.493336601,-4.005563531,0.000305048,0.002029718,-0.858827356
28898,0.450514683,0.355704657,4.005487667,0.000305115,0.002029847,-0.859041306
3890,-0.87262748,-2.923910948,-4.005063209,0.000305491,0.00203203,-0.860238327
24453,-0.560751984,-0.383182598,-4.005001814,0.000305545,0.002032075,-0.860411463
41708,-0.78915129,-1.585427288,-4.004913278,0.000305624,0.002032279,-0.860661137
23198,-0.535616865,0.411010212,-4.004822175,0.000305705,0.002032499,-0.860918048
42401,-0.47747252,0.093955474,-4.004397489,0.000306081,0.002034686,-0.862115638
23226,-0.444445833,1.275230392,-4.003956594,0.000306473,0.00203675,-0.863358886
41220,-1.23814871,-2.217828023,-4.003940057,0.000306487,0.00203675,-0.863405518
38490,-0.630025595,1.255004085,-4.003390514,0.000306976,0.00203968,-0.864955059
38320,-0.506910813,-0.319260621,-4.003322508,0.000307037,0.002039764,-0.865146811
28573,-0.708837004,-0.938213644,-4.003168799,0.000307173,0.002040141,-0.865580207
34690,-0.410487698,-1.017359069,-4.003109627,0.000307226,0.002040141,-0.865747044
29973,-0.833674008,-2.853123366,-4.003059802,0.00030727,0.002040141,-0.86588753
10737,2.171506151,-0.637576797,4.003013462,0.000307312,0.002040141,-0.866018186
28651,-0.70725506,-0.904359477,-4.002990092,0.000307333,0.002040141,-0.866084079
37138,-0.551929167,-0.983960784,-4.002826189,0.000307479,0.002040792,-0.866546202
21478,-0.597919643,-1.004348039,-4.002084958,0.00030814,0.002044864,-0.86863601
32022,-0.592401885,-0.026441993,-4.001778854,0.000308414,0.00204636,-0.869498992
17514,-0.49962123,-0.817333333,-4.001391967,0.00030876,0.002048337,-0.870589684
24544,-0.578572421,0.784319853,-4.00133468,0.000308811,0.002048359,-0.870751181
4487,-1.790696627,1.671707108,-4.000832371,0.000309261,0.002050768,-0.872167197
2232,-0.466383929,-0.553158497,-4.000821739,0.00030927,0.002050768,-0.872197169
37683,-0.66097748,1.196783497,-4.00059843,0.000309471,0.002051567,-0.872826658
2173,-0.452984524,0.353929739,-4.000580053,0.000309487,0.002051567,-0.872878461
27806,-1.474333036,2.481852941,-4.000269861,0.000309765,0.002053093,-0.873752843
14152,-0.634785516,-1.097844771,-4.000202963,0.000309825,0.002053148,-0.873941416
10016,-0.590681746,0.883240605,-4.0001533,0.00030987,0.002053148,-0.874081404
39988,-0.539507143,-1.233486111,-3.999809866,0.000310179,0.002054873,-0.875049451
41590,0.722451389,-0.645374183,3.999562287,0.000310401,0.002056029,-0.875747289
26355,-0.48819871,0.136906863,-3.999360209,0.000310583,0.002056914,-0.876316865
21473,-0.487085317,-0.296377042,-3.998967182,0.000310937,0.002058938,-0.877424617
43007,-0.840484524,-0.247851307,-3.998652062,0.000311221,0.002060499,-0.878312757
3672,-0.627677183,1.966133578,-3.998478373,0.000311378,0.002061216,-0.878802273
36430,-0.550403968,0.115568627,-3.998348885,0.000311495,0.00206167,-0.879167211
8264,-0.571114881,2.956254493,-3.998232514,0.0003116,0.002062045,-0.879495179
43097,2.297220238,-1.385898284,3.997663066,0.000312114,0.00206513,-0.881099991
1708,1.651867956,1.319683007,3.996654358,0.000313028,0.002070781,-0.883942516
41162,-0.772300198,0.318999592,-3.996612789,0.000313066,0.002070781,-0.88405965
37966,-0.448775298,-0.957425245,-3.996321048,0.000313331,0.002072211,-0.884881718
29379,-0.552917758,-1.246218546,-3.996086158,0.000313544,0.0020733,-0.885543577
27700,-0.422740179,1.805377042,-3.995985203,0.000313636,0.002073585,-0.885828035
15309,0.841795139,0.594993056,3.995788708,0.000313814,0.002074444,-0.88638169
18017,-0.34792748,1.29929616,-3.995429684,0.000314141,0.002076281,-0.887393268
389,-0.784804762,-2.263581291,-3.994923558,0.000314602,0.002079006,-0.888819259
11782,-0.412117857,-0.542678922,-3.994695693,0.00031481,0.002080056,-0.889461237
40736,-0.789703373,0.321126634,-3.994075638,0.000315376,0.002083473,-0.891208091
8311,-0.402313889,0.150592729,-3.993413427,0.000315981,0.00208715,-0.893073594
10695,2.748129167,-2.668303513,3.993258231,0.000316123,0.002087765,-0.893510776
12561,1.84498006,-0.167293301,3.992619845,0.000316708,0.002091306,-0.89530903
2681,-2.077632044,0.33457598,-3.992511076,0.000316808,0.002091641,-0.895615405
32341,-2.181896032,2.353576389,-3.992343297,0.000316962,0.002092334,-0.896087995
43004,-0.921122421,-1.02682598,-3.991954902,0.000317319,0.002094365,-0.897181973
15827,-0.801837103,2.006522059,-3.991616406,0.00031763,0.002096094,-0.898135371
19409,-0.336423214,0.290422794,-3.991120513,0.000318087,0.002098782,-0.89953203
7257,-0.441690278,0.842769199,-3.990512576,0.000318647,0.0021021,-0.90124417
31336,-0.712356647,1.210055147,-3.990422251,0.000318731,0.0021021,-0.901498546
17499,-0.705238591,-1.419013889,-3.99041494,0.000318738,0.0021021,-0.901519136
41015,-0.90736121,-0.651950572,-3.99022965,0.000318909,0.002102903,-0.902040944
22774,-0.763778571,0.843484886,-3.990127745,0.000319003,0.002103198,-0.902327924
38509,-0.673460317,-0.134918301,-3.989912987,0.000319201,0.002104072,-0.902932703
702,-0.487983135,0.653628268,-3.989877561,0.000319234,0.002104072,-0.903032466
21,-0.524946925,1.251321078,-3.989798644,0.000319307,0.002104227,-0.903254698
41706,-1.15095496,0.492277369,-3.98932274,0.000319747,0.002106804,-0.904594833
40867,-0.784413194,-2.468511029,-3.988614504,0.000320404,0.002110803,-0.906589101
7244,-0.890615278,-3.88398366,-3.988293937,0.000320701,0.002112328,-0.907491716
16636,-0.392650298,-0.021349673,-3.988258428,0.000320734,0.002112328,-0.907591698
14263,-0.90339375,-1.660953023,-3.98791172,0.000321057,0.002114123,-0.908567884
42689,-0.835652579,-0.228332516,-3.987426623,0.000321508,0.002116768,-0.909933662
27619,-0.50856131,0.462754902,-3.987191625,0.000321727,0.002117882,-0.910595271
34344,-0.778083631,1.601299428,-3.987066674,0.000321843,0.002118321,-0.910947052
1068,-0.450699802,0.520071895,-3.986881259,0.000322016,0.002119131,-0.911469048
39343,-0.464881448,0.182151144,-3.986597781,0.000322281,0.002120544,-0.912267104
37580,-0.870547123,-2.600540441,-3.985949776,0.000322886,0.002124199,-0.914091306
42564,-0.471656647,-0.13306781,-3.985806621,0.00032302,0.002124519,-0.914494288
40701,-0.698590179,-2.292990196,-3.985791031,0.000323034,0.002124519,-0.914538175
10520,-0.453868552,-0.168279412,-3.985252251,0.000323539,0.002127508,-0.916054788
40311,-0.877521825,0.923917484,-3.985077368,0.000323702,0.002128257,-0.916547052
11779,-0.417323313,0.932714461,-3.984958553,0.000323814,0.002128661,-0.916881491
42766,-0.574715972,-1.079598448,-3.984558671,0.000324189,0.002130798,-0.918007039
10218,-0.621335913,2.633084967,-3.984279022,0.000324451,0.002132195,-0.918794142
9288,-0.464454663,-0.669323121,-3.983961152,0.00032475,0.002133829,-0.9196888
1599,-0.573350099,2.319794526,-3.983669515,0.000325024,0.002135302,-0.920509597
28648,-0.916763591,-1.368392974,-3.983446143,0.000325235,0.002136354,-0.921138252
34491,-0.76902371,-1.440547794,-3.983235352,0.000325433,0.002137041,-0.921731488
31715,-0.438372718,-0.672220997,-3.983228635,0.00032544,0.002137041,-0.92175039
3776,-0.518964881,0.786272467,-3.982686237,0.000325951,0.002140069,-0.923276821
5018,-0.420576091,0.667134804,-3.98223076,0.000326381,0.002142477,-0.924558575
752,-0.67086379,-0.778980392,-3.982191399,0.000326418,0.002142477,-0.924669339
33125,-0.754630853,-1.800156046,-3.981908049,0.000326686,0.002143905,-0.925466682
23628,-0.494627083,1.335575163,-3.98181925,0.00032677,0.002144126,-0.925716556
39359,-0.724464782,0.285236111,-3.981543813,0.000327031,0.002145506,-0.926491602
36571,-1.114764683,-3.405392974,-3.981365077,0.0003272,0.002146286,-0.926994536
10502,-0.826268849,1.456792484,-3.98126375,0.000327296,0.002146585,-0.927279648
34818,-0.591278671,-1.400879493,-3.980951281,0.000327592,0.002148196,-0.928158854
28206,-0.536576389,-1.053165441,-3.98089565,0.000327645,0.002148212,-0.928315382
128,-0.634506647,-0.624711193,-3.980260663,0.000328247,0.002151833,-0.930101974
13181,-0.433577282,0.001104984,-3.979796479,0.000328689,0.002154394,-0.931407932
13914,-0.827480456,-0.181901552,-3.979680161,0.000328799,0.002154788,-0.931735175
14336,2.118331647,-0.770460376,3.979272913,0.000329187,0.002156998,-0.932880887
15588,-0.544363194,-0.140140523,-3.979180665,0.000329275,0.002157242,-0.933140402
41172,-1.134101984,-1.430390114,-3.978466375,0.000329956,0.002161373,-0.935149788
9918,-0.735708929,2.659226307,-3.978398207,0.000330021,0.002161468,-0.935341546
20810,-0.543320734,-0.732019608,-3.978055046,0.000330349,0.002163283,-0.936306844
31999,-0.73190754,-0.964127859,-3.97785712,0.000330539,0.00216419,-0.93686359
17831,-0.578361508,0.671991422,-3.977735969,0.000330654,0.002164616,-0.937204368
29104,-0.842971329,-1.218867647,-3.977655243,0.000330732,0.002164789,-0.937431437
41128,-0.707178869,-1.804566993,-3.977555695,0.000330827,0.00216508,-0.937711444
36634,-0.597213591,2.223455882,-3.976871994,0.000331482,0.002169035,-0.939634485
38195,-0.623730556,0.067872549,-3.976387173,0.000331947,0.002171746,-0.940998065
23907,-0.777964187,-2.330729167,-3.976027272,0.000332293,0.002173492,-0.942010257
874,-0.781700397,1.372387255,-3.975959468,0.000332358,0.002173492,-0.942200948
369,-0.500309524,1.175254085,-3.97595033,0.000332367,0.002173492,-0.942226648
35261,-0.491481647,0.321607843,-3.975533333,0.000332769,0.002175782,-0.943399369
1836,-0.559711706,0.229011029,-3.975246341,0.000333045,0.002177256,-0.944206448
23964,-0.497103869,1.210331699,-3.974384224,0.000333877,0.002182358,-0.946630766
26921,2.105702976,-0.041583333,3.974023634,0.000334225,0.002184301,-0.947644706
24325,-0.610417063,-1.001749592,-3.97386789,0.000334376,0.00218495,-0.94808263
301,-0.460096726,0.311683824,-3.973425983,0.000334803,0.00218741,-0.949325157
23026,-0.884236012,-1.935383987,-3.973270694,0.000334954,0.002187917,-0.949761778
35761,-0.763982639,-1.629785948,-3.973239861,0.000334984,0.002187917,-0.949848468
43069,-0.495090575,0.324909314,-3.972296884,0.000335899,0.002193557,-0.952499653
5988,-0.598506052,-1.253434641,-3.972147273,0.000336044,0.002194171,-0.952920263
35357,-0.758323909,-1.207803105,-3.97122027,0.000336946,0.002199725,-0.955526265
26117,-0.603630456,-1.44730719,-3.97106432,0.000337098,0.00220038,-0.955964651
19510,-0.864808829,1.078727941,-3.97074168,0.000337413,0.002202097,-0.956871593
39260,-1.296511905,2.142044935,-3.970582003,0.000337569,0.002202777,-0.957320434
1231,-0.467148413,0.367101716,-3.970459962,0.000337688,0.002203218,-0.957663479
37426,-1.016953571,-2.853741422,-3.970267903,0.000337876,0.002204104,-0.95820333
26265,-0.530974306,1.364310049,-3.96967514,0.000338456,0.002207281,-0.959869441
20899,-0.476778175,-0.089332925,-3.969664116,0.000338466,0.002207281,-0.959900426
24549,-0.596245139,0.269899101,-3.969140261,0.000338979,0.002210289,-0.961372772
35741,-0.572723115,-1.783398693,-3.968550787,0.000339558,0.002213722,-0.963029463
35460,-0.394094147,-0.573241422,-3.968059455,0.000340041,0.00221653,-0.964410255
8076,-1.07691131,2.318265931,-3.967856184,0.000340241,0.002217494,-0.964981489
37657,-0.486236905,-0.100142974,-3.967080064,0.000341005,0.002222137,-0.96716245
42316,-0.661110714,-0.878279003,-3.96702324,0.000341061,0.002222162,-0.967322123
6730,-0.675960714,-1.33196732,-3.966645349,0.000341434,0.002224251,-0.968383963
42552,-0.571204067,-0.127110703,-3.966203996,0.00034187,0.002226722,-0.969624075
12383,-0.521431548,1.301174837,-3.966155724,0.000341918,0.002226722,-0.969759707
12176,-0.421864782,0.705576389,-3.965790199,0.000342279,0.002228736,-0.970786716
35799,-0.558960119,-0.882330882,-3.964947463,0.000343114,0.002233741,-0.973154393
1860,-0.710644444,0.771526144,-3.964908621,0.000343153,0.002233741,-0.973263515
3384,-0.725706151,0.48259232,-3.964763553,0.000343297,0.002234337,-0.973671067
35459,-0.825338194,-2.339611111,-3.964586424,0.000343472,0.00223514,-0.974168679
40615,-0.489461905,-0.388308415,-3.964410374,0.000343647,0.002235936,-0.974663255
38154,-0.979690476,0.827417484,-3.963986011,0.000344069,0.002238339,-0.975855373
16427,-0.756933433,-2.227604167,-3.962925236,0.000345126,0.002244871,-0.97883509
32018,-0.55162748,1.115071078,-3.962607333,0.000345443,0.002246592,-0.979728019
35550,-0.559058433,-1.627424837,-3.962145306,0.000345905,0.002249251,-0.981025717
41729,-0.772371627,-1.681731209,-3.961857834,0.000346192,0.002250777,-0.981833115
236,-0.496240575,0.26776634,-3.961234828,0.000346816,0.00225449,-0.983582816
39011,-0.365855357,-0.142371324,-3.960848948,0.000347203,0.002256662,-0.984666501
28825,-0.465123611,0.125768791,-3.960117223,0.000347938,0.002261094,-0.986721328
24017,-0.558268849,-0.280160131,-3.960062728,0.000347993,0.002261106,-0.986874355
26113,1.205680159,-0.499562908,3.959810699,0.000348247,0.002262408,-0.987582065
15353,-0.626932837,0.985579657,-3.958611414,0.000349456,0.002269907,-0.99094948
18316,-0.537926587,1.049854984,-3.958560251,0.000349507,0.002269907,-0.991093129
12487,1.52234246,0.666405229,3.95838854,0.000349681,0.002270687,-0.991575233
33888,-0.588952282,-1.461866013,-3.957588429,0.00035049,0.002275596,-0.99382156
37749,1.757457044,0.556123366,3.957287908,0.000350795,0.002277226,-0.994665236
6427,-0.442003075,0.106625817,-3.957207326,0.000350876,0.00227741,-0.994891455
35780,-0.556359722,-0.332180964,-3.9569805,0.000351106,0.002278414,-0.995528218
41190,-1.284524306,-2.499640523,-3.956949433,0.000351138,0.002278414,-0.995615431
20107,0.584481052,-0.282829248,3.956756417,0.000351334,0.002279338,-0.996157267
10292,-0.500045337,0.442092729,-3.956463816,0.000351631,0.002280918,-0.996978641
5767,-0.466105159,1.625275735,-3.956133455,0.000351967,0.00228266,-0.997905986
7040,-0.735696032,2.231571895,-3.956094291,0.000352006,0.00228266,-0.998015921
25780,-0.434449504,-0.986666667,-3.955897841,0.000352206,0.002283608,-0.998567352
39420,-0.552718651,-0.233734477,-3.955456237,0.000352656,0.002286176,-0.999806888
40910,-0.764017758,-1.093132353,-3.955319007,0.000352796,0.002286735,-1.000192065
30299,1.378850992,-0.858893382,3.955147647,0.000352971,0.002287244,-1.000673036
26215,-0.744856746,0.484869281,-3.955136675,0.000352982,0.002287244,-1.00070383
32154,-0.662975794,-0.528081699,-3.954704879,0.000353422,0.002289751,-1.001915747
7081,-0.529271032,0.467117647,-3.95424797,0.000353889,0.002292172,-1.003198093
30218,-0.717272817,1.38395098,-3.954233893,0.000353903,0.002292172,-1.0032376
21641,-0.391670933,0.765195261,-3.954115285,0.000354025,0.002292424,-1.003570472
5178,-0.592853968,0.726879493,-3.954090655,0.00035405,0.002292424,-1.003639594
29308,-1.32438244,-4.929281863,-3.953656459,0.000354494,0.002294952,-1.004858125
17063,1.401828472,-0.233452206,3.95351185,0.000354642,0.002295562,-1.005263945
8061,1.750677381,0.349885212,3.953253687,0.000354907,0.002296926,-1.00598842
765,-0.535913294,-0.06734518,-3.952386783,0.000355797,0.002302089,-1.008421054
28266,-0.725173016,-0.205800654,-3.952371246,0.000355813,0.002302089,-1.008464651
35277,-1.388736905,-3.098246732,-3.952161886,0.000356028,0.002302835,-1.009052107
38849,-0.642094345,-0.412306373,-3.952154003,0.000356036,0.002302835,-1.009074226
35707,-0.615890476,0.333799428,-3.952069607,0.000356123,0.002302849,-1.009311037
34730,-0.718462698,2.353469363,-3.952046879,0.000356146,0.002302849,-1.00937481
