,log2FoldChange,AveExpr,t,P.Value,padj,B
20635,6.968056151,-1.118639297,42.40834625,8.23E-32,3.51E-27,61.91814638
32328,7.065220437,-1.324566585,36.71003424,1.18E-29,1.69E-25,57.28978776
34126,8.54307629,-2.007364788,36.70450931,1.19E-29,1.69E-25,57.28491486
17895,6.407910615,-1.09715482,35.26953862,4.67E-29,4.98E-25,55.99109585
15227,7.447505456,-0.708911356,34.43567027,1.06E-28,8.92E-25,55.21246605
29586,8.255641369,-1.72464951,34.09918036,1.48E-28,8.92E-25,54.8924465
16130,6.72416498,-0.335558824,33.9597251,1.71E-28,8.92E-25,54.75881455
8898,6.731521329,-1.15397835,33.92494846,1.77E-28,8.92E-25,54.72539777
10692,7.915186111,-1.283700163,33.86192621,1.88E-28,8.92E-25,54.66474556
19690,5.767576488,-0.804624592,33.41377462,2.97E-28,1.27E-24,54.22990953
18805,7.321689385,-1.968927696,33.01811637,4.46E-28,1.64E-24,53.84077014
15197,6.433480357,-2.600993464,32.98649573,4.61E-28,1.64E-24,53.80945532
18837,8.655237103,-1.235599673,32.43949871,8.15E-28,2.67E-24,53.26262184
11607,8.322539087,-2.151948529,32.23496491,1.01E-27,3.08E-24,53.05562477
11598,7.024049206,-1.357868056,31.93955791,1.38E-27,3.81E-24,52.75418937
19727,8.146327976,-1.071642157,31.88058398,1.47E-27,3.81E-24,52.69365881
20595,6.636142659,-0.818001225,31.85194572,1.52E-27,3.81E-24,52.66422196
18797,8.50185506,-1.319859069,31.78904991,1.62E-27,3.85E-24,52.59947406
20632,7.451683234,-0.756056373,31.36410738,2.57E-27,5.76E-24,52.15844874
22400,5.608668849,-1.01052451,31.27470448,2.83E-27,6.03E-24,52.06486212
24200,7.975856845,-1.044956291,30.95466666,4.02E-27,8.15E-24,51.72753301
34086,8.276604266,-1.82014134,30.81663037,4.67E-27,9.05E-24,51.58091056
7131,6.851375,-1.642998366,30.64207535,5.67E-27,1.05E-23,51.39451288
25996,5.845588988,-1.984930964,30.53148372,6.41E-27,1.14E-23,51.27584447
26039,7.592704266,-1.526666667,30.47669596,6.81E-27,1.16E-23,51.21688954
34129,7.422413095,-0.890269199,30.43732274,7.12E-27,1.16E-23,51.17445345
39489,7.230672718,-1.534881536,30.40924618,7.34E-27,1.16E-23,51.14415791
17033,7.587909921,-1.640716503,30.28337412,8.45E-27,1.29E-23,51.0079796
30491,6.920322222,-1.263493056,30.09269669,1.05E-26,1.54E-23,50.80056675
15198,5.880504762,-1.475430964,29.85319126,1.37E-26,1.95E-23,50.53810335
16143,8.159747718,-2.551743464,29.55845339,1.92E-26,2.64E-23,50.21211214
37739,6.042992361,-1.651423611,29.5271194,1.99E-26,2.65E-23,50.17725875
23290,7.366367163,-1.253528186,29.46370879,2.14E-26,2.77E-23,50.10660931
8907,7.957433135,-1.841068219,29.37395719,2.38E-26,2.95E-23,50.00634415
19687,8.211224405,-1.025182598,29.35830757,2.42E-26,2.95E-23,49.98882909
23291,8.585160615,-1.497626225,29.25349583,2.73E-26,3.23E-23,49.8712761
18836,7.937751389,-2.711522467,29.0306758,3.54E-26,4.07E-23,49.6199278
31435,7.16785873,-1.502673203,28.84739181,4.38E-26,4.92E-23,49.4116931
4395,5.884411607,-1.23859518,28.32275076,8.15E-26,8.90E-23,48.80809023
24240,8.311909028,-0.996872141,28.16644399,9.82E-26,1.03E-22,48.62606024
4434,5.932550694,-1.212319036,28.15559303,9.95E-26,1.03E-22,48.61338558
33195,6.31500129,-1.175732435,28.05131497,1.13E-25,1.14E-22,48.49132905
34991,5.758609722,-0.936216095,28.02692546,1.16E-25,1.15E-22,48.46271513
18801,8.292181052,-2.372284314,27.93142709,1.30E-25,1.26E-22,48.35043314
16096,7.599685714,-2.63482598,27.72380978,1.68E-25,1.57E-22,48.10498486
8947,8.235788194,-1.927359069,27.71549877,1.69E-25,1.57E-22,48.09512092
25130,6.92050496,-0.735165033,27.6927654,1.74E-25,1.58E-22,48.06812459
42227,6.767278274,-1.287602124,27.65272522,1.83E-25,1.62E-22,48.02052177
31395,7.511086508,-1.584363562,27.57991337,2.00E-25,1.72E-22,47.9337795
20625,8.000340575,-1.617935866,27.57240258,2.01E-25,1.72E-22,47.92481864
4396,6.244870635,-1.514268791,27.48352716,2.25E-25,1.88E-22,47.81859786
25089,7.893276786,-1.238361928,27.26607835,2.93E-25,2.41E-22,47.55725029
23293,5.508005655,-1.428310866,27.24491874,3.01E-25,2.42E-22,47.53170754
29626,8.835985913,-2.074336193,27.19146787,3.22E-25,2.54E-22,47.46709594
15236,5.559565774,-0.883905229,27.17755474,3.27E-25,2.54E-22,47.45025685
5287,6.103188889,-0.343020833,27.11851548,3.52E-25,2.68E-22,47.37870552
24229,5.882855655,-0.640428922,27.08719879,3.66E-25,2.74E-22,47.34068871
33231,6.995861607,-1.614285131,26.94170632,4.39E-25,3.23E-22,47.16349098
30490,6.534955754,-1.101165033,26.92012225,4.51E-25,3.26E-22,47.13712208
7135,7.246149008,-1.501511029,26.76316222,5.49E-25,3.90E-22,46.94473071
10690,7.768537103,-1.12085866,26.71404699,5.84E-25,4.02E-22,46.88429771
32288,7.044937202,-1.148977533,26.71314379,5.84E-25,4.02E-22,46.88318535
19725,6.042875099,-0.093856618,26.66307928,6.22E-25,4.21E-22,46.82146845
13385,5.954800099,-0.268631127,26.62122301,6.56E-25,4.35E-22,46.7697818
38638,7.875921131,-2.306109069,26.61149317,6.64E-25,4.35E-22,46.75775526
19698,5.71716756,-1.336349265,26.42683744,8.39E-25,5.42E-22,46.52868098
26040,7.52172619,-2.090818627,26.31022326,9.73E-25,6.18E-22,46.38319708
10732,7.701112103,-1.233189951,26.30009085,9.86E-25,6.18E-22,46.37052612
26031,8.070381944,-1.315797386,26.2386573,1.07E-24,6.59E-22,46.29359766
34140,6.11888254,-1.47036152,26.22192506,1.09E-24,6.63E-22,46.27261433
20592,7.181316468,-0.448612337,26.20067423,1.12E-24,6.72E-22,46.24594534
39529,7.016172718,-1.271732843,26.17394129,1.16E-24,6.78E-22,46.21236613
26038,6.472602282,-2.167778186,26.1717203,1.16E-24,6.78E-22,46.20957483
2631,6.437700992,-1.414930556,26.07929204,1.31E-24,7.48E-22,46.09320472
34096,5.541777976,-0.892116422,26.07472547,1.32E-24,7.48E-22,46.08744473
17892,6.675031746,-0.503749183,26.06305946,1.34E-24,7.49E-22,46.07272541
19731,6.39335496,-0.283000408,26.0173977,1.42E-24,7.74E-22,46.01505023
17897,5.819353968,-0.88051348,26.0168617,1.42E-24,7.74E-22,46.01437262
17935,6.483212103,-1.24892402,25.98539564,1.48E-24,7.96E-22,45.97456911
25094,6.186266964,-0.91179902,25.87779025,1.70E-24,9.04E-22,45.83809246
22459,8.569705357,-1.933158905,25.79675154,1.88E-24,9.91E-22,45.73494164
2588,7.44854752,-0.918323938,25.77776222,1.93E-24,1.00E-21,45.71072489
19730,5.961046131,-0.880795343,25.77089814,1.95E-24,1.00E-21,45.70196695
27794,6.188077282,-0.573125817,25.69193573,2.16E-24,1.09E-21,45.601053
10730,8.080537599,-1.338738562,25.68750617,2.17E-24,1.09E-21,45.59538301
26030,6.733520238,-1.143930964,25.64491988,2.30E-24,1.14E-21,45.54082218
32327,6.732705853,-1.078226716,25.63118241,2.34E-24,1.14E-21,45.52320301
1690,6.192102381,-0.255648284,25.47331059,2.87E-24,1.39E-21,45.32005622
16986,5.663559425,-0.480110703,25.46777703,2.89E-24,1.39E-21,45.3129134
36835,5.560474702,-1.192979575,25.41178519,3.11E-24,1.48E-21,45.24055272
35935,7.215228472,-1.418703431,25.36007092,3.33E-24,1.56E-21,45.17358165
39488,7.885696131,-2.456206291,25.2787402,3.71E-24,1.72E-21,45.06798654
23331,8.197872321,-1.383696487,25.25547859,3.83E-24,1.75E-21,45.03772408
17021,7.078017758,-1.26010335,25.24412802,3.89E-24,1.76E-21,45.02294755
12498,5.953110615,-1.845646242,25.2214615,4.00E-24,1.79E-21,44.99342019
21533,7.932374901,-1.956073121,25.21743166,4.03E-24,1.79E-21,44.98816786
34089,7.375754861,-0.849123775,25.09884989,4.71E-24,2.07E-21,44.83324646
23292,6.710199107,-0.804012255,24.99274518,5.43E-24,2.36E-21,44.69402114
7091,6.879559028,-1.643077206,24.97106927,5.59E-24,2.41E-21,44.66550847
37737,6.54122381,-1.353699346,24.9475975,5.77E-24,2.46E-21,44.63460641
25134,6.553014881,-1.127699755,24.90105739,6.14E-24,2.59E-21,44.57324993
27829,8.062540179,-1.183203431,24.86190216,6.47E-24,2.70E-21,44.52154316
26940,5.614610119,-1.139497549,24.73937145,7.62E-24,3.16E-21,44.35922297
18796,7.444405357,-2.514683007,24.71882642,7.84E-24,3.21E-21,44.33193019
18830,6.665565278,-0.187858252,24.70044363,8.04E-24,3.26E-21,44.30749122
29640,6.597958929,-1.781080882,24.6896682,8.15E-24,3.28E-21,44.29315766
25991,7.328254365,-1.154582108,24.66144018,8.47E-24,3.37E-21,44.25557984
11638,7.332184325,-1.492277778,24.64239335,8.69E-24,3.41E-21,44.23020074
19737,6.445601389,-2.526446895,24.64088266,8.71E-24,3.41E-21,44.228187
34100,6.12833373,-1.542097631,24.62262796,8.93E-24,3.41E-21,44.20384416
39528,7.821517063,-2.394066993,24.62008643,8.96E-24,3.41E-21,44.20045361
31393,8.258480159,-1.970671569,24.61990948,8.96E-24,3.41E-21,44.20021755
30494,5.770812202,-0.852179739,24.59326058,9.29E-24,3.48E-21,44.16464584
39527,6.658302778,-1.294218137,24.59201175,9.30E-24,3.48E-21,44.16297795
29629,7.379662004,-0.679537173,24.5480153,9.88E-24,3.66E-21,44.10416587
2591,6.389458433,-1.266979167,24.40557407,1.20E-23,4.41E-21,43.9130585
11629,6.62299871,-0.660418301,24.38658336,1.23E-23,4.42E-21,43.88749835
33191,6.647328671,-1.226801471,24.38526085,1.23E-23,4.42E-21,43.88571763
33230,6.202091865,-1.072834967,24.38399079,1.23E-23,4.42E-21,43.88400745
29633,6.888740873,-2.212073529,24.31532889,1.36E-23,4.82E-21,43.79142385
2628,7.201366468,-1.053448121,24.27222854,1.44E-23,5.07E-21,43.73317891
35926,6.392021825,-1.49115768,24.22745862,1.53E-23,5.30E-21,43.67257245
1703,6.931807044,-0.957757761,24.22241459,1.54E-23,5.30E-21,43.66573745
6193,7.680605456,-2.074688725,24.21859964,1.55E-23,5.30E-21,43.66056703
17925,7.592456845,-1.698815768,24.21370767,1.56E-23,5.30E-21,43.65393577
26036,6.565075794,-2.36067933,24.21017924,1.57E-23,5.30E-21,43.64915204
5291,6.601297123,-0.713148693,24.19737473,1.59E-23,5.35E-21,43.6317865
25999,6.548590179,-1.094311275,24.18765767,1.62E-23,5.38E-21,43.61860229
17885,7.520400893,-1.617790033,24.15079912,1.70E-23,5.58E-21,43.56854599
30488,7.198577183,-1.269750817,24.15022646,1.70E-23,5.58E-21,43.56776771
16136,7.472150099,-2.504870507,24.13873266,1.73E-23,5.62E-21,43.55214304
33234,6.163313393,-1.311607435,24.12934056,1.75E-23,5.65E-21,43.53937012
38593,6.340953175,-2.111098448,24.08647802,1.86E-23,5.95E-21,43.48101808
23288,6.971938294,-1.515954657,24.06811526,1.90E-23,6.06E-21,43.455989
32351,7.167342758,-0.898036356,24.0353378,1.99E-23,6.29E-21,43.41126671
17943,7.930949504,-2.510080882,24.0046548,2.08E-23,6.52E-21,43.36934922
24228,6.424835714,-0.357161356,23.98272833,2.14E-23,6.66E-21,43.33936302
22440,6.604842063,-1.618813317,23.97856126,2.16E-23,6.66E-21,43.33366125
1686,8.280141468,-0.34402165,23.96927148,2.18E-23,6.69E-21,43.32094671
24188,6.631204663,-0.499704657,23.96051218,2.21E-23,6.69E-21,43.3089539
42225,6.336434623,-0.944013889,23.95813441,2.22E-23,6.69E-21,43.30569765
11589,6.419757242,-0.706271242,23.9547208,2.23E-23,6.69E-21,43.30102232
16145,6.815645833,-1.661307598,23.9453777,2.26E-23,6.73E-21,43.28822262
18833,4.656659226,-0.100354167,23.901476,2.40E-23,7.10E-21,43.22801495
25092,7.564834425,-1.409848039,23.88064,2.47E-23,7.26E-21,43.19940306
34136,5.816216766,-0.989805964,23.86936721,2.51E-23,7.33E-21,43.18391339
10725,6.45811498,-0.844433824,23.83017268,2.65E-23,7.68E-21,43.1300027
25090,6.678691071,-0.477317402,23.82225921,2.68E-23,7.69E-21,43.11910775
2587,6.748072321,-0.68172018,23.82010032,2.69E-23,7.69E-21,43.11613487
17037,6.326064881,-2.487651144,23.79631305,2.78E-23,7.89E-21,43.08336183
25129,7.992381845,-1.308496324,23.77703067,2.85E-23,8.06E-21,43.0567725
42228,7.585925992,-2.255634804,23.75227594,2.95E-23,8.28E-21,43.02260694
16103,7.37393125,-2.043856618,23.73740973,3.02E-23,8.40E-21,43.00207285
34133,6.174002679,-1.858264297,23.72903599,3.05E-23,8.45E-21,42.99050113
32330,5.907533135,-0.977765523,23.68746242,3.23E-23,8.87E-21,42.93299279
16987,5.923761905,-0.56000531,23.68446859,3.25E-23,8.87E-21,42.92884775
24259,8.215946032,-2.62508701,23.64544426,3.43E-23,9.31E-21,42.87477174
22434,5.433717956,-3.122774918,23.59752867,3.67E-23,9.90E-21,42.80825887
15187,6.945669841,-0.591126634,23.58255427,3.75E-23,1.00E-20,42.78744619
42235,5.846866865,-1.139191585,23.57340813,3.80E-23,1.01E-20,42.77472793
14335,7.226364484,-1.959731209,23.53085974,4.03E-23,1.07E-20,42.71550013
27830,6.204905853,-0.085582516,23.52693682,4.05E-23,1.07E-20,42.71003427
23328,7.289134921,-1.73669567,23.51268096,4.13E-23,1.08E-20,42.69016407
7088,7.472305456,-1.10038848,23.5049534,4.18E-23,1.09E-20,42.6793884
23338,5.608897421,-1.746535948,23.45697264,4.47E-23,1.16E-20,42.61240651
18803,8.392294147,-2.633887663,23.44324626,4.56E-23,1.17E-20,42.59322035
25132,7.819416964,-1.536371324,23.42942498,4.65E-23,1.19E-20,42.57389079
39487,6.977438194,-1.448007353,23.40277992,4.83E-23,1.23E-20,42.53659617
42229,7.097096329,-1.364550245,23.36797932,5.07E-23,1.28E-20,42.48782574
7087,6.534677976,-0.815459967,23.31576475,5.46E-23,1.37E-20,42.41452176
797,5.71972619,-1.005033905,23.27219737,5.81E-23,1.45E-20,42.35323858
7132,6.098420536,-0.533029412,23.26274885,5.89E-23,1.46E-20,42.33993368
18790,6.139979365,-0.090069036,23.22472388,6.22E-23,1.53E-20,42.28633731
26894,6.06583869,-3.097185049,23.19129191,6.52E-23,1.60E-20,42.23914623
7128,7.478442262,-1.155158088,23.17152841,6.71E-23,1.63E-20,42.21121873
35040,5.258068552,-0.929109477,23.15312232,6.89E-23,1.67E-20,42.18518914
33194,5.70093125,-0.937044526,23.1242889,7.18E-23,1.73E-20,42.14437409
20638,5.070892262,-1.914778595,23.11928259,7.23E-23,1.73E-20,42.13728254
8889,6.329659028,-0.536648284,23.11560369,7.27E-23,1.73E-20,42.13207037
12492,6.636958234,-0.933702206,23.10112904,7.42E-23,1.76E-20,42.11155546
27789,8.458727282,-1.336489788,23.07608371,7.69E-23,1.81E-20,42.07603009
42195,5.366062698,-0.968414216,23.03820424,8.12E-23,1.90E-20,42.02223111
34093,6.128793155,-1.834875817,23.02956749,8.22E-23,1.91E-20,42.00995295
17932,6.656862698,-0.613854167,22.9488887,9.23E-23,2.14E-20,41.89504866
19697,6.503827579,-2.392651961,22.90343403,9.86E-23,2.27E-20,41.83014376
23340,6.862525298,-1.637813317,22.89389401,9.99E-23,2.29E-20,41.81650616
20585,7.699665575,-1.392457108,22.85986654,1.05E-22,2.39E-20,41.76781985
16997,5.96493254,-2.200913807,22.83985004,1.08E-22,2.45E-20,41.73914854
32331,5.570680258,-1.02739951,22.73763046,1.25E-22,2.83E-20,41.59236222
20600,5.485352679,-0.980384395,22.72610695,1.27E-22,2.86E-20,41.57577579
23300,7.180531746,-1.859991013,22.69948054,1.32E-22,2.96E-20,41.53742072
11647,8.369922917,-2.198136846,22.65012506,1.42E-22,3.16E-20,41.46621312
23298,5.554804067,-1.625363154,22.5871402,1.56E-22,3.45E-20,41.37513055
36795,5.253549008,-1.07685866,22.57725248,1.58E-22,3.48E-20,41.36081033
31427,5.203733433,-0.540167484,22.57219724,1.59E-22,3.49E-20,41.35348665
12517,7.434603075,-1.391732435,22.45956432,1.88E-22,4.09E-20,41.18991323
29600,5.754284226,-1.282265931,22.45248116,1.90E-22,4.11E-20,41.179601
27832,7.537674107,-1.181012255,22.41517464,2.01E-22,4.32E-20,41.12523707
31386,6.213997718,-1.123365196,22.39253954,2.08E-22,4.45E-20,41.09221155
6198,5.785089484,-0.389644608,22.37468199,2.13E-22,4.54E-20,41.06613472
23341,5.028811012,-0.328761029,22.33327451,2.26E-22,4.80E-20,41.00559399
4403,7.734508929,-1.599952206,22.32888658,2.28E-22,4.81E-20,40.99917239
27790,6.706862401,-0.264988971,22.29148331,2.41E-22,5.06E-20,40.94438622
19696,5.478887103,-0.731887663,22.25765791,2.53E-22,5.29E-20,40.89476704
26934,6.017435218,-3.101712418,22.22744179,2.65E-22,5.51E-20,40.85038309
20637,5.968269246,-0.787923203,22.17926118,2.84E-22,5.89E-20,40.77949533
31426,6.660074603,-1.382620507,22.15404753,2.95E-22,6.08E-20,40.74234169
38626,5.855810714,-0.900558824,22.14490424,2.99E-22,6.13E-20,40.72885888
34127,6.432057738,-0.608350082,22.07694951,3.31E-22,6.75E-20,40.62848993
30528,7.049375496,-1.240659722,22.05827891,3.41E-22,6.91E-20,40.60086335
34087,5.835224306,-0.244964052,22.05399551,3.43E-22,6.92E-20,40.59452223
35028,7.003836111,-1.277577206,22.03717838,3.51E-22,7.03E-20,40.56961519
35031,5.524009127,-0.995669118,22.0369672,3.51E-22,7.03E-20,40.56930231
12520,6.981199603,-0.820948121,22.02029425,3.60E-22,7.18E-20,40.54459122
17039,5.440130952,-0.943071078,22.00363182,3.69E-22,7.32E-20,40.5198784
37697,5.880153869,-1.090845588,21.99632322,3.73E-22,7.37E-20,40.50903322
23336,6.391602778,-2.409752451,21.97010869,3.88E-22,7.63E-20,40.47010622
38586,6.079361111,-1.232025327,21.94622411,4.03E-22,7.87E-20,40.43460165
20643,8.506642758,-2.540651552,21.93422692,4.10E-22,7.98E-20,40.41675428
21561,5.855769444,-0.775431373,21.90116764,4.31E-22,8.34E-20,40.36752761
35886,5.788954067,-1.122299837,21.85351627,4.63E-22,8.92E-20,40.29645186
24219,7.636977778,-2.181305147,21.83151837,4.78E-22,9.18E-20,40.263592
1730,6.241179365,-0.516112337,21.80965047,4.94E-22,9.45E-20,40.23089605
19685,5.929183135,0.063499183,21.78283536,5.15E-22,9.79E-20,40.19076196
42189,7.064612302,-1.278636438,21.74683921,5.43E-22,1.03E-19,40.13681503
34138,5.138751984,-0.885696078,21.72645785,5.60E-22,1.06E-19,40.1062333
8929,6.217640377,-0.475736111,21.68966699,5.92E-22,1.11E-19,40.05096259
7095,5.90547381,-0.770145425,21.61934624,6.59E-22,1.23E-19,39.9450798
21526,5.217722222,-0.697213644,21.61151924,6.67E-22,1.24E-19,39.93327503
26033,5.735280952,-1.623390114,21.58730833,6.92E-22,1.28E-19,39.89673498
15196,5.134270833,-0.703485703,21.55359518,7.28E-22,1.34E-19,39.84579104
28740,8.891799306,-1.86228268,21.53886215,7.45E-22,1.37E-19,39.82350501
21537,6.393230952,-2.884669526,21.51082512,7.77E-22,1.42E-19,39.78105593
827,6.439937599,-0.168311683,21.48525091,8.08E-22,1.47E-19,39.74229139
23332,6.332468452,-0.730253268,21.46608486,8.32E-22,1.51E-19,39.7132124
37699,5.546206845,-1.420465686,21.45684614,8.44E-22,1.52E-19,39.69918679
33190,6.028297917,-0.943328431,21.45606533,8.45E-22,1.52E-19,39.69800116
6196,6.712315476,-0.910029003,21.45251751,8.49E-22,1.52E-19,39.69261345
25992,5.965450893,-0.638439951,21.39997332,9.20E-22,1.64E-19,39.6127243
19754,9.201345734,-1.864345997,21.37951949,9.50E-22,1.68E-19,39.58157737
27795,4.070191567,-0.485381127,21.37795874,9.52E-22,1.68E-19,39.57919957
15237,6.528661012,-2.549914624,21.36164545,9.76E-22,1.72E-19,39.55433662
7994,5.686530159,-0.161134804,21.35321505,9.89E-22,1.73E-19,39.54148113
12557,7.864070437,-1.757283905,21.34899926,9.95E-22,1.74E-19,39.53505074
21493,7.783634325,-1.788621324,21.33002684,1.02E-21,1.78E-19,39.50609753
1725,6.391796627,-0.618833742,21.30784375,1.06E-21,1.84E-19,39.47221478
23330,7.40021627,-1.445629902,21.25504302,1.15E-21,1.98E-19,39.39143648
5335,7.574577579,-1.348886846,21.24631688,1.17E-21,2.00E-19,39.37806899
6236,6.338446925,-0.710561683,21.2430077,1.17E-21,2.00E-19,39.37299838
23296,6.763947123,-2.564589052,21.21217981,1.23E-21,2.09E-19,39.32572658
29589,7.131687401,-0.744524918,21.21166973,1.23E-21,2.09E-19,39.3249439
43138,7.703173214,-2.61520098,21.20984271,1.23E-21,2.09E-19,39.32214031
31394,5.959066964,-2.633436683,21.17458572,1.30E-21,2.19E-19,39.26799462
26035,6.557548214,-1.863498366,21.15073636,1.35E-21,2.27E-19,39.23132154
24189,5.772397917,-0.566125408,21.06414388,1.54E-21,2.58E-19,39.09785149
39525,6.028766071,-0.833439134,21.02355181,1.64E-21,2.74E-19,39.03511277
39495,5.474001587,-0.943449346,20.97678836,1.77E-21,2.93E-19,38.96269913
5286,5.184698512,-0.279876225,20.92918963,1.91E-21,3.15E-19,38.88884149
27840,6.356016766,-0.771377042,20.90752998,1.97E-21,3.24E-19,38.85518239
43098,7.429689385,-2.386095997,20.90365674,1.98E-21,3.25E-19,38.84916003
839,5.708044147,-0.207562908,20.82120077,2.26E-21,3.68E-19,38.72071225
29627,6.263524107,-0.245387255,20.79973275,2.33E-21,3.80E-19,38.68719443
34098,4.721363194,-0.765543301,20.79713476,2.34E-21,3.80E-19,38.68313609
25140,6.738346627,-1.178936683,20.76583197,2.46E-21,3.97E-19,38.63420171
42188,7.432237202,-2.10357884,20.75165261,2.52E-21,4.05E-19,38.61201376
34119,5.389824306,-0.270644608,20.67812917,2.82E-21,4.51E-19,38.49674388
26037,5.94842004,-1.332811683,20.67810447,2.82E-21,4.51E-19,38.49670509
16090,6.924389782,-0.460424428,20.63957723,3.00E-21,4.77E-19,38.43615444
15230,5.622460516,-0.739158088,20.63598567,3.02E-21,4.78E-19,38.43050464
18800,5.184711905,-1.110700572,20.63323429,3.03E-21,4.79E-19,38.4261759
18840,5.764393155,-1.30402982,20.62562241,3.07E-21,4.83E-19,38.41419746
10734,5.742040774,-1.108875408,20.6154861,3.12E-21,4.89E-19,38.39824027
1726,8.626914286,-0.625934232,20.59023284,3.24E-21,5.07E-19,38.3584543
27853,8.304074702,-1.467667484,20.55938974,3.41E-21,5.30E-19,38.30980203
28719,7.620722917,-2.427264297,20.5562081,3.42E-21,5.31E-19,38.30477955
20627,5.869169444,-0.101362337,20.54923584,3.46E-21,5.35E-19,38.29377079
25990,5.849755456,-0.905461193,20.52599461,3.59E-21,5.53E-19,38.25705009
8032,6.30242996,-0.814674837,20.45402798,4.03E-21,6.17E-19,38.14310676
16137,8.111484524,-0.914443627,20.44962427,4.06E-21,6.20E-19,38.13612279
15238,6.645281548,-1.783613154,20.43034478,4.18E-21,6.37E-19,38.10553092
32291,5.721405456,-0.859732026,20.42560854,4.21E-21,6.39E-19,38.0980117
11596,4.435495635,0.138041667,20.40138137,4.38E-21,6.62E-19,38.05952432
35927,5.945887996,-1.111306373,20.3702637,4.60E-21,6.93E-19,38.01003051
2592,6.084702778,-0.518931373,20.32279045,4.97E-21,7.45E-19,37.93439192
4405,5.62558621,-0.881330065,20.30856789,5.08E-21,7.60E-19,37.91170048
13434,5.650378274,-1.002886846,20.2959419,5.18E-21,7.72E-19,37.89154438
35893,7.296246429,-1.880338235,20.29378083,5.20E-21,7.72E-19,37.88809334
26032,6.79572877,-0.915180964,20.27873246,5.33E-21,7.89E-19,37.86405321
16993,7.77472629,-1.517526144,20.2687196,5.41E-21,7.99E-19,37.84804858
835,6.628166071,-0.607159314,20.25677696,5.52E-21,8.11E-19,37.82895015
35934,5.214803472,-2.557600899,20.24075539,5.66E-21,8.29E-19,37.80331297
27813,8.074706746,-1.517330474,20.22055119,5.85E-21,8.54E-19,37.77095699
17061,6.890673313,-1.342484069,20.21602553,5.89E-21,8.55E-19,37.76370544
32290,5.986134722,-0.926595997,20.21580539,5.89E-21,8.55E-19,37.76335266
1743,7.047201885,-0.984221405,20.19750517,6.07E-21,8.77E-19,37.73401475
18853,6.25076994,-1.519857026,20.1370162,6.69E-21,9.64E-19,37.63687308
20603,7.175959325,-2.07374183,20.10344028,7.06E-21,1.01E-18,37.58283983
26919,7.674460317,-1.815497549,20.10060043,7.10E-21,1.01E-18,37.57826601
28689,5.054017163,-0.578954248,20.08529523,7.27E-21,1.04E-18,37.55360578
34988,6.910212698,-1.273223856,20.08258018,7.31E-21,1.04E-18,37.54922946
26000,6.472754365,-1.691124592,20.06462837,7.52E-21,1.06E-18,37.52028011
25100,6.402818651,-1.085632761,20.04006178,7.83E-21,1.10E-18,37.48062631
39526,7.056199206,-1.533731209,20.02127846,8.07E-21,1.13E-18,37.4502783
20640,6.299117758,-1.411565768,20.02004072,8.08E-21,1.13E-18,37.44827761
6205,4.708221032,-0.475358252,20.01622904,8.13E-21,1.14E-18,37.44211569
10694,5.11171002,-0.768171977,20.00986653,8.22E-21,1.14E-18,37.43182781
25993,5.131453175,-1.378877859,20.00072748,8.34E-21,1.16E-18,37.4170453
19714,8.767534325,-1.592587418,19.99771021,8.38E-21,1.16E-18,37.4121635
28696,5.33682252,-1.969417484,19.98226756,8.59E-21,1.19E-18,37.38716786
6191,5.428299702,-0.043590686,19.94164619,9.18E-21,1.26E-18,37.32133564
32287,7.161218254,-1.123346405,19.93594731,9.27E-21,1.27E-18,37.31209033
26028,6.37145873,-1.282279003,19.93542641,9.27E-21,1.27E-18,37.31124517
30495,5.435696726,-0.612069853,19.91708673,9.55E-21,1.30E-18,37.28147606
17026,5.433123512,-0.595571078,19.88230476,1.01E-20,1.37E-18,37.22495088
41335,6.363852083,-1.692768791,19.86244471,1.04E-20,1.41E-18,37.19263643
6237,6.277758234,-1.207831699,19.85958862,1.05E-20,1.42E-18,37.1879869
7991,5.878838591,0.307004493,19.80921608,1.14E-20,1.53E-18,37.1058863
22394,5.386495536,-3.065875,19.79810737,1.16E-20,1.55E-18,37.0877557
39485,5.600320437,-0.666555147,19.7964579,1.16E-20,1.55E-18,37.08506282
19738,5.468232044,-1.056643791,19.79235194,1.17E-20,1.56E-18,37.07835869
33188,6.329471825,-1.045842729,19.73067457,1.30E-20,1.72E-18,36.97750474
4426,7.852931944,-0.79196201,19.72765369,1.30E-20,1.72E-18,36.9725579
32311,7.054715179,-0.666448529,19.71492007,1.33E-20,1.75E-18,36.95169856
28759,7.068645734,-2.164254085,19.68891109,1.39E-20,1.83E-18,36.90905545
4401,6.97805496,-1.567101307,19.68021681,1.41E-20,1.85E-18,36.89478963
43133,5.69028125,-2.104585376,19.66057055,1.45E-20,1.90E-18,36.86253301
42198,3.014063591,-0.724917075,19.64104106,1.50E-20,1.96E-18,36.83043991
31453,7.426422718,-1.382938317,19.62675497,1.54E-20,2.00E-18,36.80694555
23295,5.994256746,-1.591848856,19.60245639,1.60E-20,2.07E-18,36.7669504
5295,7.264674504,-1.264230801,19.60056938,1.60E-20,2.07E-18,36.76384258
21497,6.162876587,-2.653878268,19.58687311,1.64E-20,2.11E-18,36.74127755
19736,5.139951389,-0.634223039,19.57350581,1.68E-20,2.15E-18,36.71924109
20652,6.168571726,-0.790311683,19.57119012,1.68E-20,2.16E-18,36.71542225
