,log2FoldChange,AveExpr,t,P.Value,padj,B
792,8.514390625,-0.131416667,52.47070376,1.37E-16,5.82E-12,26.61840535
9825,6.748210938,-0.612432292,47.0731299,5.61E-16,1.19E-11,25.6696223
26026,7.176136719,-0.277598958,44.56322435,1.14E-15,1.27E-11,25.16254408
9798,6.015128906,-1.362273438,43.39500637,1.61E-15,1.27E-11,24.91019489
20592,8.242617188,-1.21809375,43.11857152,1.75E-15,1.27E-11,24.84886791
5332,7.989746094,-0.200645833,42.51302619,2.11E-15,1.27E-11,24.71229872
26028,7.661742188,-1.402390625,42.16355394,2.35E-15,1.27E-11,24.63206123
11589,7.894976563,-1.611192708,42.1235399,2.37E-15,1.27E-11,24.62280676
23291,8.666515625,-2.000669271,41.59763445,2.80E-15,1.32E-11,24.4998686
15191,7.289601563,-0.6300625,40.99090973,3.38E-15,1.37E-11,24.35496333
27832,9.566886719,-1.899416667,40.84976637,3.54E-15,1.37E-11,24.32077165
17885,8.83478125,-2.401072917,40.57286892,3.86E-15,1.37E-11,24.25315616
15231,6.936945313,-0.615052083,40.32846371,4.18E-15,1.37E-11,24.19287664
27830,7.924414063,-1.024895833,39.78915034,4.98E-15,1.52E-11,24.05784171
2590,6.842066406,0.598716146,38.90675294,6.66E-15,1.53E-11,23.83073949
5286,7.215773438,-0.74515625,38.81587565,6.86E-15,1.53E-11,23.80690462
27789,8.892984375,-1.955726563,38.81310699,6.87E-15,1.53E-11,23.80617714
17925,8.835214844,-2.397768229,38.74264026,7.03E-15,1.53E-11,23.78763514
35027,7.581980469,-1.539505208,38.67836477,7.19E-15,1.53E-11,23.77067763
34129,7.965367188,-1.303744792,38.67712329,7.19E-15,1.53E-11,23.77034968
827,8.961785156,-0.708804688,38.50001845,7.63E-15,1.55E-11,23.7234013
26036,7.308320313,-2.876690104,38.15872878,8.56E-15,1.61E-11,23.63200421
785,7.039214844,-1.066661458,38.05036798,8.88E-15,1.61E-11,23.6027277
17929,6.494847656,-1.346445313,37.79055656,9.71E-15,1.61E-11,23.53202099
36838,5.365027344,-2.011161458,37.61566774,1.03E-14,1.61E-11,23.484015
34089,8.120550781,-1.354419271,37.59675164,1.04E-14,1.61E-11,23.47880268
25993,5.949042969,-1.754614583,37.3948692,1.11E-14,1.61E-11,23.42292975
7127,7.931320313,-1.155679688,37.35543302,1.13E-14,1.61E-11,23.411963
17927,6.973171875,-0.841765625,37.35293331,1.13E-14,1.61E-11,23.41126728
33228,7.478398438,-1.267263021,37.31516491,1.14E-14,1.61E-11,23.40074714
5287,8.007515625,-0.924195313,37.19727494,1.19E-14,1.61E-11,23.36780777
19697,7.327277344,-2.79240625,37.16125685,1.21E-14,1.61E-11,23.35771315
39528,9.248242188,-3.047244792,36.89544438,1.32E-14,1.63E-11,23.28276486
26038,6.984664063,-2.037395833,36.83922089,1.35E-14,1.63E-11,23.26680987
18797,9.462703125,-1.798695313,36.79930866,1.37E-14,1.63E-11,23.25546185
8889,7.502121094,-1.453882813,36.7422862,1.40E-14,1.63E-11,23.23921747
3531,7.693101563,-0.35578125,36.64324106,1.45E-14,1.63E-11,23.21091339
34126,9.358949219,-2.235799479,36.62412837,1.46E-14,1.63E-11,23.20543861
10730,9.3269375,-2.046208333,36.36415237,1.60E-14,1.75E-11,23.13055017
21527,6.597964844,-1.112096354,36.02628448,1.80E-14,1.86E-11,23.03204489
1743,9.677101563,-1.977010417,36.00115865,1.82E-14,1.86E-11,23.02466562
7992,7.723875,-1.138171875,35.98406616,1.83E-14,1.86E-11,23.01964139
34991,6.177285156,-1.131088542,35.80560392,1.95E-14,1.92E-11,22.96697529
25129,8.868351563,-1.92203125,35.7246692,2.01E-14,1.92E-11,22.94296469
21533,8.46353125,-2.604971354,35.70142842,2.03E-14,1.92E-11,22.93605534
8886,6.503417969,-1.095768229,35.6375149,2.08E-14,1.92E-11,22.91702055
3537,6.606207031,-1.402059896,35.5850556,2.12E-14,1.92E-11,22.90136006
27790,7.444128906,-0.910104167,35.48465347,2.19E-14,1.95E-11,22.87129399
29638,6.3628125,-0.7476875,35.27409556,2.37E-14,2.06E-11,22.80784002
23330,7.517148438,-2.064283854,34.92378643,2.70E-14,2.30E-11,22.70105257
15230,6.34675,-1.200744792,34.67549989,2.96E-14,2.47E-11,22.62443049
7092,7.04784375,-1.163648438,34.52070443,3.14E-14,2.53E-11,22.57626213
38585,6.400042969,-0.918320313,34.51215461,3.15E-14,2.53E-11,22.57359267
38627,5.509886719,-0.236148438,34.37247553,3.31E-14,2.62E-11,22.52984771
25089,9.000261719,-1.924588542,34.08430493,3.70E-14,2.85E-11,22.43879466
3493,8.041320313,-2.297989583,34.05372243,3.74E-14,2.85E-11,22.42906749
28685,5.884859375,-0.640247396,33.95021002,3.89E-14,2.85E-11,22.39605205
5285,7.545609375,-1.16603125,33.90537062,3.96E-14,2.85E-11,22.38170625
23290,7.148632813,-1.819880208,33.88001373,4.00E-14,2.85E-11,22.37358178
24229,6.755488281,-1.011486979,33.86687167,4.02E-14,2.85E-11,22.36936762
19738,6.511707031,-1.462270833,33.66537743,4.34E-14,3.03E-11,22.30446602
34988,7.046429688,-1.102510417,33.61906827,4.42E-14,3.04E-11,22.28947244
4429,6.7693125,0.091890625,33.50196077,4.62E-14,3.12E-11,22.25142652
1695,8.203640625,-2.275171875,33.44588514,4.72E-14,3.12E-11,22.23314249
4425,7.209011719,-1.411054688,33.34696707,4.90E-14,3.12E-11,22.20078425
35935,6.293375,-1.897481771,33.34095472,4.92E-14,3.12E-11,22.19881314
43098,8.720027344,-3.100257813,33.3283839,4.94E-14,3.12E-11,22.19469029
2632,7.183375,-0.872486979,33.30994244,4.98E-14,3.12E-11,22.18863809
8934,6.435109375,-0.827588542,33.15025611,5.29E-14,3.24E-11,22.13603492
20643,8.607222656,-2.923773438,33.13990131,5.32E-14,3.24E-11,22.13261167
8901,5.952039063,-0.667135417,32.9628054,5.70E-14,3.42E-11,22.07383267
18803,8.661578125,-2.944580729,32.90000995,5.84E-14,3.46E-11,22.05288484
6241,5.856253906,-0.792481771,32.65949315,6.42E-14,3.75E-11,21.97213451
18837,10.44751563,-2.169401042,32.59389475,6.59E-14,3.76E-11,21.94996748
30533,7.13803125,-2.97478125,32.58471902,6.61E-14,3.76E-11,21.94686189
8032,7.527109375,-1.159385417,32.54774803,6.71E-14,3.76E-11,21.93433654
8941,6.287539063,-0.828028646,32.45991134,6.95E-14,3.79E-11,21.90449941
3485,7.262875,-0.157932292,32.43586757,7.02E-14,3.79E-11,21.89631256
34133,7.020546875,-1.957036458,32.41312415,7.08E-14,3.79E-11,21.88856077
17931,7.566796875,-1.769546875,32.35858047,7.24E-14,3.79E-11,21.86993965
12491,6.49903125,-1.2471875,32.34551845,7.27E-14,3.79E-11,21.86547388
40437,7.204109375,-1.691458333,32.27194925,7.49E-14,3.79E-11,21.84027479
1694,6.360238281,-1.863502604,32.26953379,7.50E-14,3.79E-11,21.8394461
40397,7.451929688,-1.872265625,32.20198486,7.70E-14,3.79E-11,21.81623693
42228,8.919308594,-2.583205729,32.19888464,7.71E-14,3.79E-11,21.81517012
20595,6.970417969,-1.538289063,32.18178373,7.77E-14,3.79E-11,21.809283
2627,8.726820313,-1.217255208,32.12758082,7.94E-14,3.79E-11,21.79059478
1689,7.431792969,0.152822917,32.09742218,8.04E-14,3.79E-11,21.78017784
12531,6.456417969,-1.295473958,32.09149327,8.05E-14,3.79E-11,21.77812838
25085,7.64015625,-2.002921875,32.07861156,8.10E-14,3.79E-11,21.77367375
17892,8.142390625,-1.344283854,32.07710825,8.10E-14,3.79E-11,21.77315373
15189,6.438578125,0.059677083,31.98498549,8.41E-14,3.90E-11,21.74122292
12494,7.47675,-0.311023438,31.88313261,8.76E-14,3.98E-11,21.70577246
18840,6.80240625,-2.32578125,31.88092082,8.77E-14,3.98E-11,21.70500092
27829,8.675921875,-1.695424479,31.8176198,9.00E-14,4.04E-11,21.68288834
10732,8.354726563,-2.144231771,31.61712668,9.76E-14,4.33E-11,21.61245263
787,7.903785156,-0.928252604,31.52412205,1.01E-13,4.46E-11,21.57957181
7132,6.895671875,-1.052255208,31.43884245,1.05E-13,4.57E-11,21.54930583
12532,7.477796875,-1.252408854,31.38378125,1.07E-13,4.63E-11,21.52970509
18833,4.78221875,-0.425692708,31.29594213,1.11E-13,4.72E-11,21.49833919
23331,8.842902344,-2.135041667,31.28404054,1.12E-13,4.72E-11,21.49408014
40439,7.461328125,-2.09503125,31.24326089,1.14E-13,4.75E-11,21.47947024
15187,8.841101563,-1.112200521,31.2222378,1.15E-13,4.75E-11,21.47192832
15226,5.560871094,-0.697427083,31.15634337,1.18E-13,4.84E-11,21.44824441
8031,6.354644531,-0.948960938,31.08668577,1.21E-13,4.90E-11,21.42313413
9833,6.892929688,-1.701411458,31.08131078,1.22E-13,4.90E-11,21.42119338
5339,6.113789063,-0.821679688,30.93391238,1.29E-13,5.10E-11,21.36779498
2592,7.875894531,-1.145963542,30.92718346,1.30E-13,5.10E-11,21.36534908
17891,7.813449219,-1.914333333,30.91606316,1.30E-13,5.10E-11,21.36130539
18830,7.729464844,-0.886390625,30.8828845,1.32E-13,5.12E-11,21.34922893
8894,6.103960938,-0.761572917,30.81608445,1.36E-13,5.22E-11,21.32486176
791,8.644582031,-1.002265625,30.74583988,1.40E-13,5.32E-11,21.2991613
11591,6.776832031,-0.162388021,30.72953913,1.41E-13,5.32E-11,21.29318604
1735,7.707597656,-2.000828125,30.66614629,1.45E-13,5.37E-11,21.26990798
831,8.877953125,-0.969838542,30.65197062,1.46E-13,5.37E-11,21.26469378
20607,8.178402344,-1.404158854,30.64626122,1.46E-13,5.37E-11,21.2625928
18790,7.680886719,-0.744583333,30.61356246,1.48E-13,5.39E-11,21.25054994
38625,6.312585938,-0.840921875,30.56801676,1.51E-13,5.45E-11,21.23374681
17027,6.667335938,-0.806070313,30.44395572,1.59E-13,5.70E-11,21.18780645
4386,9.699667969,-1.5211875,30.38864351,1.63E-13,5.72E-11,21.16724325
25090,7.855296875,-1.014606771,30.3737959,1.64E-13,5.72E-11,21.16171489
34086,9.398894531,-2.269585938,30.36383401,1.65E-13,5.72E-11,21.15800366
15225,6.636953125,-1.527393229,30.35634198,1.65E-13,5.72E-11,21.15521148
797,7.924820313,-1.296776042,30.33062314,1.67E-13,5.74E-11,21.14561942
2626,8.2475625,-0.927867188,30.3020463,1.69E-13,5.76E-11,21.13494869
25992,7.493746094,-1.076338542,30.23294654,1.74E-13,5.84E-11,21.10909091
1729,7.814269531,0.279526042,30.23118337,1.74E-13,5.84E-11,21.10843009
5292,8.145617188,-0.037583333,30.12550395,1.82E-13,6.06E-11,21.06872802
8891,5.850324219,-0.217458333,30.10379505,1.84E-13,6.06E-11,21.06054936
1701,8.306507813,-1.77434375,30.09339822,1.85E-13,6.06E-11,21.05662966
34098,5.755492188,-0.825924479,30.01198849,1.91E-13,6.22E-11,21.02587505
12528,5.67490625,-0.278716146,29.96507848,1.95E-13,6.30E-11,21.0081032
23332,7.538285156,-1.17378125,29.92764848,1.98E-13,6.36E-11,20.99389633
837,8.869789063,-1.744411458,29.84674904,2.05E-13,6.49E-11,20.9631096
21486,5.81778125,-1.114864583,29.84411355,2.06E-13,6.49E-11,20.96210479
30532,5.761289063,-0.536,29.8146438,2.08E-13,6.53E-11,20.9508611
24189,7.020945313,-1.097294271,29.78113315,2.11E-13,6.57E-11,20.93805777
13432,8.378292969,-1.935020833,29.74902066,2.14E-13,6.62E-11,20.92577073
14290,4.343578125,-0.288140625,29.69042647,2.20E-13,6.62E-11,20.90330586
17889,6.703910156,-1.47946875,29.67944961,2.21E-13,6.62E-11,20.89909084
8038,7.492160156,-2.184257813,29.67230309,2.22E-13,6.62E-11,20.89634553
3488,7.161277344,-0.658598958,29.66653358,2.22E-13,6.62E-11,20.89412855
17903,8.194769531,-2.991835938,29.66514372,2.22E-13,6.62E-11,20.89359441
37697,6.649878906,-1.415674479,29.62274596,2.26E-13,6.70E-11,20.87728427
11588,5.029824219,-0.413669271,29.60118938,2.28E-13,6.72E-11,20.86897978
12492,7.620222656,-1.22003125,29.53308141,2.35E-13,6.87E-11,20.84268921
18801,7.962980469,-2.608098958,29.50679131,2.38E-13,6.90E-11,20.8325195
3526,6.480484375,-0.158385417,29.48281651,2.41E-13,6.93E-11,20.82323499
6225,6.2583125,-0.234973958,29.46068122,2.43E-13,6.95E-11,20.81465401
7099,6.57884375,-1.225247396,29.39827985,2.50E-13,7.03E-11,20.79041771
18805,7.485191406,-2.206916667,29.38413646,2.51E-13,7.03E-11,20.7849151
16993,8.090941406,-2.015585938,29.37537998,2.52E-13,7.03E-11,20.78150656
1713,5.618929688,-1.75565625,29.37222601,2.53E-13,7.03E-11,20.78027853
1686,9.909808594,-1.650609375,29.35696298,2.54E-13,7.04E-11,20.77433322
11638,8.230589844,-2.282544271,29.27895103,2.63E-13,7.23E-11,20.74388222
6228,6.518003906,-0.30384375,29.25477159,2.66E-13,7.27E-11,20.73442243
42227,8.162222656,-1.428841146,29.06734073,2.89E-13,7.84E-11,20.66074394
14295,8.75775,-2.636101563,29.02266526,2.95E-13,7.91E-11,20.6430903
2587,9.249277344,-1.199169271,29.01278525,2.96E-13,7.91E-11,20.63918138
26885,7.050398438,-0.942671875,29.00438452,2.97E-13,7.91E-11,20.63585636
38626,7.425417969,-0.828700521,28.9734888,3.01E-13,7.93E-11,20.62361695
5325,7.161527344,-1.10034375,28.97092081,3.02E-13,7.93E-11,20.62259887
23286,7.238488281,-0.629752604,28.94242251,3.05E-13,7.95E-11,20.61129277
24185,5.290042969,-0.45303125,28.93909654,3.06E-13,7.95E-11,20.60997231
30491,7.369992188,-1.73253125,28.91765093,3.09E-13,7.97E-11,20.60145335
26031,8.738625,-1.87659375,28.90697675,3.10E-13,7.97E-11,20.59721011
25991,8.281933594,-1.599632813,28.88187777,3.14E-13,8.00E-11,20.58722461
10692,8.391148438,-2.076630208,28.85884274,3.17E-13,8.00E-11,20.57805027
29626,9.586960938,-2.016596354,28.84752028,3.19E-13,8.00E-11,20.57353729
5327,7.988570313,-0.857455729,28.84444043,3.19E-13,8.00E-11,20.5723093
4436,7.413101563,-1.713489583,28.81199593,3.24E-13,8.01E-11,20.55936276
39485,5.768761719,-1.391286458,28.79337777,3.26E-13,8.01E-11,20.55192485
6191,6.958394531,-0.3666875,28.79219183,3.27E-13,8.01E-11,20.55145085
20637,6.765253906,-1.348223958,28.78178323,3.28E-13,8.01E-11,20.54728969
11598,8.149925781,-2.266127604,28.77734228,3.29E-13,8.01E-11,20.54551368
14285,6.938257813,-0.914723958,28.70380108,3.40E-13,8.18E-11,20.51605143
15197,7.942800781,-3.259247396,28.6925158,3.41E-13,8.18E-11,20.5115216
13399,5.326285156,-0.415130208,28.68502139,3.43E-13,8.18E-11,20.50851211
17932,7.722371094,-1.225981771,28.67715196,3.44E-13,8.18E-11,20.50535094
42188,9.119128906,-2.601458333,28.66591711,3.46E-13,8.18E-11,20.50083591
42189,8.531863281,-1.440940104,28.65166517,3.48E-13,8.19E-11,20.49510507
19685,5.78846875,-0.895338542,28.62478582,3.52E-13,8.24E-11,20.48428654
29598,6.739035156,-0.961815104,28.56446893,3.62E-13,8.42E-11,20.45996181
15227,8.975179688,-0.914234375,28.53421407,3.67E-13,8.46E-11,20.44773545
7126,7.281070313,-0.99825,28.52992851,3.67E-13,8.46E-11,20.44600224
9826,7.260375,-0.14028125,28.49376354,3.73E-13,8.56E-11,20.4313626
20589,6.953164063,-1.448872396,28.46809282,3.78E-13,8.60E-11,20.42095642
26032,7.735515625,-1.136315104,28.46036248,3.79E-13,8.60E-11,20.41782038
32338,5.925546875,-1.263591146,28.43625447,3.83E-13,8.64E-11,20.40803317
9788,6.111207031,-0.653231771,28.37841305,3.93E-13,8.83E-11,20.38450721
2591,7.823246094,-1.889489583,28.31873321,4.04E-13,9.02E-11,20.3601684
13390,8.878234375,-1.886182292,28.24795515,4.18E-13,9.27E-11,20.33121742
16997,7.072351563,-2.626533854,28.22596161,4.22E-13,9.31E-11,20.32220213
8931,5.940351563,-0.1845,28.19951032,4.27E-13,9.38E-11,20.31134756
26030,6.966878906,-1.692757813,28.15231245,4.36E-13,9.53E-11,20.29194676
5331,8.617742188,-1.074106771,28.08900918,4.49E-13,9.74E-11,20.26585989
31395,6.596101563,-1.599783854,28.08393397,4.50E-13,9.74E-11,20.26376515
14325,7.189882813,-1.141419271,28.03807228,4.60E-13,9.89E-11,20.2448141
21494,5.401535156,-0.666179688,28.02864171,4.62E-13,9.89E-11,20.24091224
832,9.318621094,-0.045914063,28.00987369,4.66E-13,9.92E-11,20.23314202
29629,8.811953125,-1.292377604,27.99978805,4.68E-13,9.92E-11,20.22896366
16140,5.710933594,-1.664632813,27.9617274,4.76E-13,1.00E-10,20.21317815
17943,8.491261719,-2.925630208,27.80527866,5.12E-13,1.07E-10,20.14800068
14329,4.091542969,-0.111960938,27.80308891,5.12E-13,1.07E-10,20.14708509
12488,5.971863281,-0.383625,27.76202614,5.22E-13,1.09E-10,20.12989842
34140,6.263828125,-1.639611979,27.72191466,5.32E-13,1.10E-10,20.11307846
17037,7.558289063,-3.096367188,27.70853243,5.35E-13,1.10E-10,20.10745996
12498,7.159382813,-1.9015625,27.69076845,5.40E-13,1.11E-10,20.09999642
27840,6.454875,-1.341375,27.67840278,5.43E-13,1.11E-10,20.09479736
795,9.281054688,-1.299916667,27.65252926,5.49E-13,1.11E-10,20.08390942
16145,7.79403125,-2.298911458,27.56088039,5.73E-13,1.16E-10,20.04523732
5297,7.21609375,-1.103330729,27.54570265,5.77E-13,1.16E-10,20.03881709
4389,6.541792969,0.060828125,27.53423504,5.80E-13,1.16E-10,20.03396326
26900,6.194484375,-1.5246875,27.49269052,5.92E-13,1.18E-10,20.01635733
7131,7.748609375,-2.097684896,27.44268387,6.06E-13,1.20E-10,19.99512025
8926,6.385664063,-1.031726563,27.43953675,6.07E-13,1.20E-10,19.99378207
3498,6.039628906,-0.992145833,27.40353918,6.17E-13,1.21E-10,19.97846167
32291,6.454371094,-1.2985,27.3723144,6.26E-13,1.22E-10,19.96515178
13430,8.564046875,-1.745450521,27.35989588,6.30E-13,1.22E-10,19.95985289
1726,9.618648438,-1.255651042,27.35917271,6.30E-13,1.22E-10,19.95954422
15186,5.615355469,-0.83078125,27.33367566,6.38E-13,1.23E-10,19.94865486
1699,5.549765625,-0.852164063,27.29261902,6.50E-13,1.25E-10,19.93109309
27791,5.460277344,-0.416161458,27.254159,6.62E-13,1.27E-10,19.91461154
30486,7.342296875,-0.843028646,27.23270823,6.69E-13,1.27E-10,19.90540625
31435,6.575445313,-1.655153646,27.22842391,6.70E-13,1.27E-10,19.9035666
32327,7.772664063,-1.929994792,27.22590227,6.71E-13,1.27E-10,19.90248365
27839,5.929324219,-1.56746875,27.13515394,7.00E-13,1.31E-10,19.86342592
11629,7.992152344,-1.63940625,27.0882753,7.16E-13,1.34E-10,19.84318463
34138,6.039652344,-0.763153646,27.02239293,7.39E-13,1.38E-10,19.81466282
1685,7.773601563,-1.725596354,26.96337876,7.60E-13,1.41E-10,19.78903964
9838,6.031746094,-1.392414063,26.92736791,7.73E-13,1.43E-10,19.77336936
2630,6.273476563,0.459190104,26.91060795,7.79E-13,1.43E-10,19.76606716
40395,4.665753906,-0.451447917,26.87670344,7.92E-13,1.45E-10,19.75127764
20631,7.6606875,-1.560148438,26.87030348,7.94E-13,1.45E-10,19.74848327
8907,8.192273438,-2.302875,26.82639873,8.11E-13,1.47E-10,19.72929076
15192,4.590226563,-0.610901042,26.82560837,8.12E-13,1.47E-10,19.7289449
33230,7.051667969,-1.059104167,26.79801239,8.22E-13,1.47E-10,19.71686088
11636,6.914578125,-0.26540625,26.79688149,8.23E-13,1.47E-10,19.71636533
26040,8.091804688,-2.651020833,26.78980139,8.26E-13,1.47E-10,19.71326233
34127,6.409289063,-1.30590625,26.76654703,8.35E-13,1.48E-10,19.70306335
26891,5.570214844,-0.2271875,26.73924972,8.46E-13,1.50E-10,19.69107695
19691,6.992296875,-0.903335938,26.71653515,8.55E-13,1.51E-10,19.68109112
36835,6.175660156,-1.633708333,26.69949667,8.62E-13,1.51E-10,19.6735936
31393,7.262082031,-1.808505208,26.68095465,8.70E-13,1.52E-10,19.66542764
20647,7.603519531,-1.411473958,26.66605781,8.76E-13,1.52E-10,19.65886186
16090,7.485773438,-1.031960938,26.62156551,8.95E-13,1.55E-10,19.6392244
20632,8.352152344,-1.144554688,26.61636788,8.98E-13,1.55E-10,19.63692764
6185,6.039226563,-0.092315104,26.55738612,9.24E-13,1.59E-10,19.61082497
9835,7.858148438,-1.936507813,26.54489221,9.29E-13,1.59E-10,19.60528639
9793,6.661683594,-1.624083333,26.51726523,9.42E-13,1.61E-10,19.59302766
13392,7.967988281,-1.865953125,26.47148144,9.63E-13,1.63E-10,19.57267705
25996,6.744679688,-2.54715625,26.47144848,9.63E-13,1.63E-10,19.57266239
27843,5.3154375,-0.6601875,26.44309045,9.76E-13,1.64E-10,19.56003527
3528,7.285152344,-0.770752604,26.43724378,9.79E-13,1.64E-10,19.55742979
16141,8.161605469,-2.562570313,26.4343008,9.80E-13,1.64E-10,19.55611802
28725,6.108746094,-0.595075521,26.3737253,1.01E-12,1.68E-10,19.52907713
2586,8.038089844,-0.859734375,26.34806617,1.02E-12,1.70E-10,19.51759947
39486,7.933535156,-1.482796875,26.32196184,1.04E-12,1.71E-10,19.50590832
1745,7.719328125,-0.968046875,26.30763311,1.04E-12,1.72E-10,19.49948486
35926,6.294703125,-1.334296875,26.30065072,1.05E-12,1.72E-10,19.49635312
32288,7.416515625,-1.372710938,26.28131587,1.06E-12,1.72E-10,19.48767564
25999,6.817824219,-1.340575521,26.24760248,1.07E-12,1.75E-10,19.47252599
25990,6.840320313,-1.615088542,26.21306743,1.09E-12,1.77E-10,19.45698192
23328,8.002796875,-1.680260417,26.2014227,1.10E-12,1.77E-10,19.45173492
13407,6.313144531,-1.564591146,26.19477052,1.10E-12,1.77E-10,19.44873621
19727,8.562785156,-1.355835938,26.1933254,1.10E-12,1.77E-10,19.44808464
11631,6.523105469,-0.300697917,26.06919441,1.17E-12,1.87E-10,19.39194955
24188,7.084800781,-1.144895833,26.03411771,1.19E-12,1.90E-10,19.37602668
24240,8.719878906,-2.104440104,26.0115385,1.21E-12,1.91E-10,19.36576286
43125,6.250386719,-1.121354167,25.97796106,1.23E-12,1.93E-10,19.35047908
8029,7.164375,-0.588390625,25.97276006,1.23E-12,1.93E-10,19.34810949
826,8.179613281,-0.695380208,25.95850758,1.24E-12,1.94E-10,19.34161302
1741,8.620765625,-1.785192708,25.90876471,1.27E-12,1.97E-10,19.31890477
3491,7.777609375,-0.365697917,25.89934356,1.27E-12,1.97E-10,19.3145978
34096,5.345191406,-1.040335938,25.89387312,1.28E-12,1.97E-10,19.31209605
4405,6.964363281,-1.045533854,25.89366216,1.28E-12,1.97E-10,19.31199956
7088,8.365542969,-1.524427083,25.80128898,1.34E-12,2.06E-10,19.26965559
32328,7.065488281,-1.220356771,25.79654299,1.34E-12,2.06E-10,19.26747495
19698,6.382820313,-1.489947917,25.78320159,1.35E-12,2.06E-10,19.26134232
9786,7.268929688,-0.190546875,25.70453043,1.40E-12,2.14E-10,19.22509957
29636,6.234910156,-1.340778646,25.66846927,1.43E-12,2.17E-10,19.2084408
7087,7.985742188,-1.230515625,25.6326077,1.46E-12,2.19E-10,19.19184553
1687,6.791453125,0.024630208,25.63154395,1.46E-12,2.19E-10,19.19135283
25132,9.225195313,-2.099270833,25.62857251,1.46E-12,2.19E-10,19.18997641
2595,8.160746094,-1.363169271,25.61791584,1.47E-12,2.19E-10,19.18503845
33232,5.574207031,-0.433309896,25.58964668,1.49E-12,2.22E-10,19.17192714
19690,6.090847656,-1.319627604,25.56801278,1.50E-12,2.23E-10,19.16188119
6231,7.975730469,-0.261989583,25.48187645,1.57E-12,2.32E-10,19.12177865
26925,7.150789063,-0.979106771,25.47104224,1.58E-12,2.33E-10,19.11672274
37727,6.396859375,-1.166791667,25.46603072,1.58E-12,2.33E-10,19.11438316
6197,6.39915625,-1.131697917,25.45743263,1.59E-12,2.33E-10,19.1103679
8034,8.004996094,-0.505929688,25.43323532,1.61E-12,2.35E-10,19.09905893
11607,9.23171875,-2.909236979,25.40624776,1.63E-12,2.37E-10,19.08643026
5326,6.993375,-0.5961875,25.39732048,1.64E-12,2.38E-10,19.08224916
24225,5.486222656,-0.259653646,25.38416186,1.65E-12,2.38E-10,19.07608302
20585,9.19390625,-2.764247396,25.37943518,1.65E-12,2.38E-10,19.07386713
18836,9.552304688,-3.647914063,25.36844819,1.66E-12,2.39E-10,19.06871442
11594,7.381890625,-1.345401042,25.31282377,1.71E-12,2.45E-10,19.04258537
28734,6.609734375,-1.488013021,25.29445187,1.73E-12,2.46E-10,19.03393985
39489,8.444765625,-1.901234375,25.27814456,1.74E-12,2.47E-10,19.02625943
34100,6.024140625,-1.51609375,25.25837576,1.76E-12,2.49E-10,19.01694056
6226,6.643210938,-0.088901042,25.24945809,1.77E-12,2.49E-10,19.01273391
16143,8.860144531,-2.999122396,25.22430422,1.79E-12,2.52E-10,19.00085847
4443,8.456355469,-1.57634375,25.21044157,1.80E-12,2.52E-10,18.99430754
34136,5.860617188,-1.284367188,25.20799953,1.80E-12,2.52E-10,18.99315307
6193,7.973179688,-2.251945313,25.1870512,1.82E-12,2.54E-10,18.98324417
7130,5.9130625,0.192302083,25.17553632,1.83E-12,2.55E-10,18.97779315
794,6.582597656,-1.485710938,25.16522904,1.84E-12,2.55E-10,18.9729112
20597,6.663917969,-1.438658854,25.12633504,1.88E-12,2.59E-10,18.95446733
33231,6.992507813,-1.384375,25.08990907,1.92E-12,2.63E-10,18.93716211
4439,5.343214844,-0.656627604,25.06171935,1.94E-12,2.66E-10,18.92374865
26889,5.435734375,-0.646315104,25.01500718,1.99E-12,2.71E-10,18.90148103
29627,6.379335938,-1.254085938,25.01027101,2.00E-12,2.71E-10,18.89922047
19730,6.254042969,-1.261322917,25.00528097,2.00E-12,2.71E-10,18.89683817
39490,4.6349375,-0.240911458,24.99717445,2.01E-12,2.71E-10,18.89296679
30526,7.453835938,-0.865442708,24.99274433,2.01E-12,2.71E-10,18.89085048
11626,7.435261719,-1.474880208,24.98965769,2.02E-12,2.71E-10,18.88937569
14298,6.830136719,-2.179518229,24.97290473,2.03E-12,2.73E-10,18.88136729
38593,6.747570313,-2.458098958,24.96548834,2.04E-12,2.73E-10,18.87781995
11586,7.125785156,-1.321648438,24.95480124,2.05E-12,2.73E-10,18.87270592
30490,6.972511719,-1.186552083,24.95325923,2.05E-12,2.73E-10,18.87196782
2593,7.162640625,-1.200164063,24.94880288,2.06E-12,2.73E-10,18.86983439
9790,4.119589844,-0.114088542,24.926416,2.08E-12,2.75E-10,18.85910994
27803,4.330210938,-0.223307292,24.89926512,2.11E-12,2.78E-10,18.84608752
1725,7.883386719,-1.419497396,24.88806871,2.13E-12,2.79E-10,18.84071232
29596,5.83578125,-1.086223958,24.86748952,2.15E-12,2.81E-10,18.83082492
11601,6.49484375,-1.014692708,24.83562326,2.18E-12,2.85E-10,18.8154949
7991,6.685742188,-1.046809896,24.8202145,2.20E-12,2.86E-10,18.80807356
38591,5.272976563,-0.376169271,24.81489711,2.21E-12,2.86E-10,18.80551123
35028,7.165285156,-1.087013021,24.76904125,2.26E-12,2.92E-10,18.78338662
20629,6.88509375,-1.291875,24.7501461,2.28E-12,2.94E-10,18.77425555
14333,7.662523438,-2.407614583,24.74205856,2.29E-12,2.94E-10,18.77034467
3486,6.461722656,-0.072502604,24.73359196,2.30E-12,2.94E-10,18.76624881
