,log2FoldChange,AveExpr,t,P.Value,padj,B
5595,-0.266546875,-0.117848958,-1.550542492,0.144874464,0.222659471,-6.290524831
40663,-0.258757813,-0.135713542,-1.550531816,0.144877012,0.222659471,-6.290539826
35679,-0.390539063,0.739507813,-1.550440824,0.144898728,0.222684817,-6.29066763
29777,-0.4254375,-1.208859375,-1.550406118,0.144907012,0.222688452,-6.290716377
20229,-0.253589844,-0.085627604,-1.550387138,0.144911543,0.222688452,-6.290743035
21756,-0.243972656,-0.216304688,-1.550248373,0.144944669,0.222731327,-6.290937926
27311,-0.268933594,-0.174070313,-1.550109407,0.144977849,0.222774283,-6.291133086
18603,-0.245625,0.157796875,-1.550082017,0.144984389,0.222776302,-6.29117155
33860,-0.315648438,-0.351559896,-1.549818209,0.145047398,0.222865084,-6.291541999
16514,0.328722656,-0.279476563,1.549766162,0.145059832,0.222876155,-6.291615079
41901,-0.408117188,-1.865101563,-1.549705345,0.145074362,0.222890445,-6.291700474
13131,-0.300222656,-0.651742188,-1.549669392,0.145082952,0.222895609,-6.291750953
15875,0.231433594,-0.101578125,1.549594369,0.145100879,0.222915116,-6.291856289
25951,-0.348375,-0.217421875,-1.549543322,0.145113078,0.222925821,-6.291927958
43022,-0.267242188,-0.356010417,-1.549226682,0.145188766,0.223034056,-6.292372484
7577,0.380289063,-0.265994792,1.54920019,0.1451951,0.223035748,-6.292409674
36554,0.492230469,-0.064716146,1.549042018,0.145232922,0.223085808,-6.292631703
36645,-0.412210938,0.153963542,-1.549006018,0.145241532,0.223090993,-6.292682234
2352,-0.468351563,-0.061921875,-1.548850421,0.145278749,0.223140117,-6.292900629
15966,0.418078125,0.189117188,1.548714663,0.145311227,0.223181959,-6.293091167
41096,-1.236261719,-1.113513021,-1.548523097,0.145357067,0.223239773,-6.293360011
13961,-0.26996875,-0.689239583,-1.548513585,0.145359344,0.223239773,-6.293373361
34751,-0.327273438,-0.356083333,-1.548485861,0.145365979,0.22324192,-6.293412266
28013,-0.388625,-0.124744792,-1.548432119,0.145378842,0.22325363,-6.293487682
33965,-0.212535156,0.145619792,-1.548107832,0.145456479,0.223364808,-6.293942717
20245,-0.406886719,-0.135921875,-1.548076097,0.145464079,0.22336843,-6.293987244
37025,-0.217011719,0.077955729,-1.5480133,0.145479118,0.223383476,-6.294075351
26285,-0.620488281,-1.148934896,-1.547455255,0.14561282,0.223580721,-6.294858206
17306,-0.290128906,-0.055432292,-1.547412564,0.145623052,0.223588379,-6.294918087
29193,0.308074219,0.084601563,1.547298963,0.145650285,0.223622136,-6.295077426
22726,0.449882813,-0.018648438,1.547029616,0.145714869,0.223713237,-6.295455185
18731,-0.603117188,-0.69559375,-1.546988583,0.14572471,0.223714169,-6.295512728
32149,-0.318136719,-0.451690104,-1.546983315,0.145725974,0.223714169,-6.295520117
30608,0.453339844,-1.235835938,1.546939994,0.145736365,0.223722063,-6.295580869
41083,0.323132813,-0.864789063,1.546865158,0.145754315,0.223741562,-6.295685813
34795,-0.589453125,1.141765625,-1.546736441,0.145785195,0.223780905,-6.29586631
9712,-0.284667969,-0.394557292,-1.546268329,0.145897545,0.223945297,-6.296522641
26540,-0.290550781,-0.366393229,-1.546186841,0.14591711,0.22396638,-6.29663688
33323,-0.211738281,-0.504552083,-1.546167355,0.145921789,0.22396638,-6.296664197
41958,-0.249230469,-0.523768229,-1.546128443,0.145931133,0.223968047,-6.296718747
29043,-0.25390625,-0.370619792,-1.546119067,0.145933384,0.223968047,-6.296731891
4342,-0.448238281,0.262083333,-1.545743794,0.146023525,0.224098319,-6.29725792
30790,0.265164063,0.252739583,1.545462454,0.146091133,0.224189901,-6.297652223
32969,-0.336699219,-0.510361979,-1.545451694,0.146093719,0.224189901,-6.297667303
12208,0.207597656,0.460859375,1.545425998,0.146099896,0.224191308,-6.297703313
10150,-0.414878906,-0.521328125,-1.545365595,0.146114416,0.224205517,-6.297787962
9375,-0.204820313,-0.146203125,-1.54518246,0.146158445,0.224265005,-6.298044592
7948,-0.308894531,-0.052617188,-1.545107044,0.14617658,0.224284757,-6.298150267
35948,1.242949219,0.990375,1.544981607,0.146206747,0.224322969,-6.298326025
33028,-0.47890625,-0.122541667,-1.544558671,0.146308502,0.22447101,-6.298918559
12282,0.277222656,0.614973958,1.544482284,0.146326887,0.224491136,-6.299025566
31362,-0.542882813,-0.004664063,-1.544395103,0.146347872,0.22450393,-6.299147688
4349,-0.319933594,-0.511289063,-1.544370095,0.146353892,0.22450393,-6.299182718
39074,-1.135496094,2.026606771,-1.544369263,0.146354092,0.22450393,-6.299183883
7048,0.868699219,-1.081640625,1.544360112,0.146356295,0.22450393,-6.299196701
10662,-0.281410156,-0.961463542,-1.544194392,0.146396193,0.224557051,-6.299428824
22577,-0.375863281,-0.875955729,-1.543996036,0.146443961,0.224622239,-6.299706637
16831,-0.397269531,-0.693778646,-1.54345973,0.146573181,0.224812353,-6.300457651
35142,-0.369683594,-0.419677083,-1.543113461,0.146656665,0.224924324,-6.300942452
7201,0.334203125,0.066033854,1.543113156,0.146656738,0.224924324,-6.300942878
41980,-0.736578125,0.271270833,-1.542755215,0.146743078,0.225048644,-6.301443942
31081,-0.286113281,0.730632813,-1.542564711,0.146789048,0.225111045,-6.301710586
27246,0.311683594,-0.428835938,1.542530817,0.146797228,0.22511549,-6.301758024
35669,-0.319792969,-0.2025,-1.542463365,0.146813509,0.225132357,-6.301852429
41647,-0.845769531,0.605541667,-1.542375794,0.146834647,0.225156672,-6.301974987
2260,-0.197390625,0.3159375,-1.542258823,0.146862887,0.225191873,-6.302138684
11146,-0.33653125,0.098815104,-1.542225059,0.146871039,0.225196272,-6.302185933
10082,-0.725542969,-0.970773438,-1.542178987,0.146882163,0.225205228,-6.302250406
22735,-0.71834375,-1.911721354,-1.542120283,0.146896339,0.225218861,-6.302332554
2370,0.551722656,-0.809963542,1.54207648,0.146906918,0.225226978,-6.302393849
19651,0.331703125,-0.595643229,1.541974702,0.146931499,0.225256563,-6.302536264
4880,0.818226563,0.569710938,1.54166539,0.147006226,0.225363019,-6.302969039
304,-0.279929688,-0.135731771,-1.541140026,0.147133224,0.225549596,-6.303703964
40357,-0.384574219,0.231726563,-1.541012024,0.14716418,0.225588938,-6.303882999
959,-0.255265625,0.223481771,-1.540835855,0.147206795,0.225646147,-6.304129386
14750,-0.419222656,1.406934896,-1.540804868,0.147214291,0.225649524,-6.304172724
34621,0.243960938,-0.096835938,1.540736284,0.147230885,0.225666843,-6.304268638
27192,0.223167969,-0.096872396,1.540443093,0.14730184,0.22576748,-6.30467863
40347,0.432171875,-0.490044271,1.540387436,0.147315313,0.225775952,-6.304756453
31173,0.583171875,0.350367188,1.540376496,0.147317961,0.225775952,-6.304771749
41099,-0.295320313,-0.951830729,-1.540168178,0.147368398,0.225840631,-6.305063016
4021,-0.302273438,0.53621875,-1.54015842,0.147370761,0.225840631,-6.305076658
14729,-0.317882813,0.08771875,-1.540092307,0.147386771,0.225855839,-6.30516909
10327,-0.368417969,0.850846354,-1.540073682,0.147391282,0.225855839,-6.305195129
27481,0.366910156,-0.154481771,1.539767158,0.147465533,0.225961495,-6.305623637
32481,0.473308594,1.238296875,1.53963587,0.147497346,0.226002116,-6.305807155
5728,-0.342882813,0.484510417,-1.539516169,0.147526356,0.226038441,-6.305974465
25788,-0.359539063,0.196427083,-1.539422698,0.147549012,0.226065029,-6.306105108
40797,0.602226563,0.030203125,1.539231524,0.14759536,0.226127911,-6.306372289
31144,-0.410667969,-2.206416667,-1.539168649,0.147610606,0.226143141,-6.306460158
8737,-0.390964844,0.679627604,-1.53913898,0.147617801,0.226146035,-6.30650162
36425,-0.299734375,-0.119075521,-1.539065877,0.147635529,0.226165066,-6.306603777
16480,-0.1936875,0.062117188,-1.539019695,0.14764673,0.226174096,-6.306668312
4247,-0.326300781,0.324682292,-1.538962082,0.147660704,0.226187373,-6.306748818
7324,-0.35190625,-0.207880208,-1.538920292,0.147670841,0.226194772,-6.306807213
36185,-0.482175781,1.225622396,-1.538886272,0.147679094,0.226199284,-6.30685475
13572,-0.324378906,-0.327450521,-1.538802745,0.147699357,0.226222193,-6.306971461
6806,-0.237980469,-0.334908854,-1.538746569,0.147712987,0.22623494,-6.307049953
5543,-0.335441406,0.287830729,-1.538526403,0.147766416,0.226308638,-6.307357559
42278,0.611316406,0.710447917,1.538393741,0.147798617,0.226344422,-6.307542892
708,-0.503847656,0.222742188,-1.538386391,0.147800401,0.226344422,-6.307553161
21602,0.268484375,0.207424479,1.53804695,0.147882823,0.226462508,-6.308027322
36872,0.608152344,1.466565104,1.537982857,0.14789839,0.22647821,-6.308116844
1078,0.451902344,-0.218057292,1.537837482,0.147933705,0.226520875,-6.308319889
25806,-0.434351563,-1.143268229,-1.537813226,0.147939597,0.226520875,-6.308353765
24312,-0.254648438,-0.115390625,-1.537802535,0.147942195,0.226520875,-6.308368697
42404,-0.284839844,-0.057661458,-1.537629314,0.147984285,0.226577182,-6.308610612
2183,-0.206515625,0.437638021,-1.537544136,0.148004986,0.226600737,-6.308729563
16163,0.708996094,-0.792867188,1.537441717,0.14802988,0.226630711,-6.308872584
41045,-0.355785156,0.184135417,-1.537392792,0.148041773,0.226640778,-6.308940902
25688,-0.435160156,0.485950521,-1.537354087,0.148051183,0.226647043,-6.308994948
37567,0.279996094,0.358234375,1.537306486,0.148062755,0.226656619,-6.309061416
27937,0.54759375,-0.395390625,1.537266895,0.148072381,0.226663213,-6.309116697
38379,-0.358105469,-0.842966146,-1.537236461,0.148079781,0.2266664,-6.309159191
14908,-0.403085938,-0.126885417,-1.537024307,0.148131374,0.226737231,-6.309455401
30677,0.26509375,-0.379080729,1.536992352,0.148139146,0.226740986,-6.309500014
16396,0.225023438,-0.341375,1.536642605,0.148224237,0.226863079,-6.309988264
2483,-0.345105469,0.4140625,-1.53651498,0.148255298,0.226902471,-6.310166411
37531,-0.311609375,0.484856771,-1.536388563,0.14828607,0.226941418,-6.31034286
4560,-0.401855469,0.369294271,-1.53586844,0.148412734,0.227127114,-6.311068731
8601,0.257503906,-0.222591146,1.535793604,0.148430966,0.22714686,-6.311173156
37925,-0.266136719,0.284955729,-1.535660841,0.148463316,0.227188209,-6.311358402
435,-0.5128125,-0.1164375,-1.535053637,0.148611346,0.227406571,-6.312205506
8701,-0.445382813,-0.91915625,-1.535000826,0.148624227,0.227418117,-6.312279171
33881,0.225523438,0.173705729,1.534943215,0.14863828,0.227431455,-6.312359529
32985,0.42821875,0.260005208,1.534844373,0.148662392,0.227460184,-6.312497394
32450,-0.220515625,0.347729167,-1.534639205,0.148712453,0.227528612,-6.312783543
18102,0.545222656,-0.555645833,1.534597248,0.148722693,0.227536111,-6.312842057
37969,-0.263019531,0.042760417,-1.534568169,0.148729789,0.227538801,-6.31288261
39347,-0.264648438,-0.131591146,-1.534351861,0.148782589,0.22761141,-6.313184256
24689,-0.339492188,-0.503960938,-1.534254586,0.148806339,0.227639572,-6.313319899
37498,0.223839844,-0.16134375,1.534202838,0.148818975,0.227650731,-6.313392054
22130,-0.41015625,0.456109375,-1.534023533,0.148862764,0.227709544,-6.313642061
41069,-0.419484375,0.9958125,-1.533986665,0.148871769,0.227715147,-6.313693464
34876,-0.248355469,-0.377304688,-1.533863606,0.14890183,0.227752955,-6.31386503
42181,-0.350375,-1.146049479,-1.533813143,0.148914158,0.227763639,-6.313935382
39479,-0.298914063,-0.591169271,-1.533490552,0.148992991,0.227876036,-6.314385078
16788,0.621652344,0.002088542,1.533430571,0.149007653,0.227890283,-6.314468686
21079,-0.467066406,-0.464692708,-1.53338456,0.1490189,0.227899308,-6.314532819
18426,-0.255179688,0.443596354,-1.533284352,0.149043399,0.227920669,-6.31467249
37141,-0.41734375,0.465627604,-1.533283686,0.149043562,0.227920669,-6.314673418
24380,-0.272300781,-0.536497396,-1.533187985,0.149066963,0.227948275,-6.314806801
23602,0.26175,-0.030671875,1.533050841,0.149100502,0.227986072,-6.314997937
28653,-0.331476563,-0.677382813,-1.533043171,0.149102378,0.227986072,-6.315008625
25824,-0.2358125,-0.334955729,-1.533010099,0.149110467,0.227990262,-6.315054715
343,-0.246769531,0.014950521,-1.532931236,0.149129757,0.228011578,-6.315164617
39573,1.069480469,1.363216146,1.532637936,0.149201519,0.228113116,-6.315573321
37833,0.340007813,-0.7956875,1.532594262,0.149212207,0.228121274,-6.315634174
3859,-0.250152344,-0.321895833,-1.532167597,0.149316658,0.228272775,-6.316228609
7407,-0.377246094,-0.763557292,-1.532137714,0.149323976,0.228274117,-6.316270238
36769,0.25159375,-0.119307292,1.532120274,0.149328247,0.228274117,-6.316294533
16220,-0.222703125,0.457875,-1.53206255,0.149342384,0.22828551,-6.316374945
32859,-1.026636719,2.979627604,-1.532046105,0.149346412,0.22828551,-6.316397852
38471,-0.345136719,-0.501158854,-1.531750313,0.149418873,0.228387883,-6.316809863
7303,0.384007813,-0.478442708,1.531728975,0.149424102,0.228387883,-6.316839583
11197,-0.400347656,0.198664063,-1.531531856,0.149472408,0.228453526,-6.317114118
5887,-0.279683594,0.217643229,-1.531388725,0.149507493,0.228498956,-6.317313446
8872,0.369085938,-0.015971354,1.531312991,0.14952606,0.228519139,-6.31741891
24755,0.196421875,-0.352846354,1.531233181,0.149545629,0.228540591,-6.317530047
34482,-0.415023438,-0.006317708,-1.531212008,0.14955082,0.228540591,-6.31755953
42546,0.503394531,-0.481690104,1.531058957,0.149588354,0.228589318,-6.317772642
13080,-0.545976563,0.911476563,-1.531038252,0.149593432,0.228589318,-6.31780147
12676,-0.340324219,0.559476563,-1.53099,0.149605267,0.228592346,-6.317868654
37018,-0.468175781,1.0940625,-1.530986443,0.149606139,0.228592346,-6.317873607
37482,0.238734375,0.188429688,1.530886883,0.149630562,0.228621467,-6.318012224
28383,-0.469878906,-1.758317708,-1.530718047,0.149671986,0.228676562,-6.318247281
17131,-0.220476563,0.618875,-1.530692271,0.149678311,0.228678028,-6.318283164
31803,0.247113281,-0.536734375,1.530475375,0.149731542,0.228751156,-6.318585101
15779,-0.284898438,-0.062044271,-1.53043243,0.149742084,0.228759062,-6.31864488
34577,0.2734375,-0.909971354,1.530360296,0.149759792,0.228777914,-6.318745287
19238,-0.408964844,-1.265536458,-1.530027561,0.149841497,0.228894527,-6.319208397
14388,-1.103976563,1.000171875,-1.529971554,0.149855254,0.228907338,-6.319286343
14504,-0.223679688,-0.575028646,-1.529923207,0.14986713,0.228917275,-6.319353626
41723,-0.40853125,-0.041013021,-1.529889139,0.149875499,0.228921854,-6.319401036
13805,0.388871094,-0.383989583,1.52979427,0.149898806,0.22894925,-6.319533056
38458,-0.440246094,-0.614268229,-1.52971765,0.149917633,0.2289698,-6.319639678
34890,0.28503125,0.214307292,1.529681539,0.149926506,0.228975147,-6.319689927
5115,-0.242597656,0.046247396,-1.529601938,0.149946068,0.228989993,-6.31980069
19423,0.326554688,-0.56475,1.529598262,0.149946971,0.228989993,-6.319805806
22742,-0.8238125,0.408036458,-1.529508439,0.149969048,0.229015502,-6.319930788
37590,-0.340390625,0.281348958,-1.529275447,0.150026325,0.229094761,-6.320254954
18322,-0.308742188,0.229203125,-1.529076933,0.150075141,0.229161094,-6.320531125
31034,0.281933594,-0.332346354,1.528884236,0.150122539,0.229225259,-6.320799178
2312,-0.353625,0.211710938,-1.528710574,0.150165266,0.229282286,-6.321040732
36597,-0.233425781,-0.301695313,-1.528657395,0.150178352,0.229294053,-6.321114697
26476,0.532796875,0.680661458,1.528230239,0.1502835,0.229446376,-6.321708754
34468,-0.580515625,1.008127604,-1.528187463,0.150294033,0.229454238,-6.321768236
38132,0.2560625,-0.682950521,1.528105619,0.150314188,0.22947679,-6.321882043
37110,-0.71671875,-1.767382813,-1.528076349,0.150321397,0.229479575,-6.321922743
6152,-0.369863281,-0.726057292,-1.527701818,0.150413662,0.229612203,-6.32244348
39587,-1.853050781,1.638234375,-1.527667631,0.150422087,0.22961684,-6.322491009
24050,-0.405359375,0.059138021,-1.527414233,0.150484541,0.22970395,-6.32284327
22776,-0.292003906,-0.019510417,-1.527308523,0.150510602,0.229735502,-6.32299021
13191,-0.3954375,0.308953125,-1.527164142,0.150546203,0.229781614,-6.323190895
35830,-0.963929687,2.060432292,-1.527044331,0.15057575,0.229812043,-6.323357416
34282,0.73165625,1.236682292,1.527039579,0.150576922,0.229812043,-6.323364021
4037,0.6745625,-0.026544271,1.526636352,0.150676403,0.229955637,-6.323924389
7296,0.277855469,0.008427083,1.526598944,0.150685635,0.229959941,-6.323976369
40644,-0.266910156,-0.449630208,-1.526581204,0.150690013,0.229959941,-6.32400102
40785,-0.371789063,-0.56378125,-1.526545868,0.150698734,0.229960353,-6.32405012
37001,0.209875,-0.560518229,1.526536389,0.150701073,0.229960353,-6.324063292
26551,0.403417969,-0.59878125,1.526368204,0.150742589,0.230015469,-6.324296978
37242,0.375996094,-1.01659375,1.526340716,0.150749375,0.230017589,-6.32433517
27300,-0.357726563,-0.069789063,-1.52624337,0.150773409,0.230046027,-6.324470418
35409,-0.385152344,1.548674479,-1.526152507,0.150795846,0.230072025,-6.324596654
31001,0.25271875,-0.644283854,1.526105029,0.150807571,0.230081678,-6.324662613
3783,-0.885671875,2.380151042,-1.525950685,0.150845693,0.230131601,-6.324877026
16925,0.304960938,-0.205057292,1.525925326,0.150851957,0.230132921,-6.324912255
30164,-0.320542969,0.432375,-1.525850396,0.150870467,0.230152922,-6.32501634
16483,-0.388058594,0.487401042,-1.525815167,0.150879171,0.230157962,-6.325065275
23715,-0.232246094,0.831526042,-1.525741347,0.15089741,0.230177547,-6.325167814
23457,0.408160156,-0.306294271,1.525696675,0.150908448,0.230186147,-6.325229863
26132,0.803582031,-0.583776042,1.525646016,0.150920967,0.230197004,-6.325300226
2992,-0.567242188,-0.899838542,-1.525432392,0.150973766,0.230269298,-6.325596925
10960,0.258808594,-0.004976562,1.525180792,0.151035971,0.230355931,-6.325946331
20716,-0.300503906,0.974601563,-1.525063638,0.151064943,0.230391876,-6.326109013
35201,0.30446875,-0.305057292,1.525025276,0.151074431,0.230397505,-6.326162281
39656,0.245800781,-0.023015625,1.525005006,0.151079445,0.230397505,-6.326190428
18176,-0.226355469,-0.143393229,-1.524965934,0.151089109,0.230403999,-6.32624468
42427,-0.293207031,-0.247458333,-1.524831205,0.151122438,0.23044658,-6.326431748
36534,-0.270644531,0.790039063,-1.524749505,0.151142652,0.230469159,-6.32654518
9950,0.420890625,0.714703125,1.524597941,0.151180157,0.230518102,-6.326755601
27074,0.70775,0.601963542,1.524520994,0.151199201,0.230538893,-6.326862424
24328,-0.279460938,0.121486979,-1.524451608,0.151216376,0.230555725,-6.326958747
26107,-0.728214844,-0.070148438,-1.524432692,0.151221058,0.230555725,-6.326985006
19248,0.563601563,0.201335938,1.524409865,0.151226709,0.230556093,-6.327016693
28174,0.238558594,-0.589664063,1.524129793,0.151296054,0.230645435,-6.327405455
27807,-1.314542969,2.971486979,-1.524129474,0.151296133,0.230645435,-6.327405898
28033,0.310414063,-0.574989583,1.524092269,0.151305346,0.230651232,-6.327457538
39639,0.34128125,-0.372380208,1.523987146,0.151331383,0.230682672,-6.327603442
20258,-1.189359375,2.2746875,-1.523678997,0.151407726,0.230782986,-6.32803109
5905,-0.334324219,-0.00590625,-1.52367781,0.15140802,0.230782986,-6.328032738
18475,-0.288550781,0.1291875,-1.523535786,0.151443217,0.230822117,-6.328229817
11476,-0.290613281,-0.587875,-1.523530518,0.151444522,0.230822117,-6.328237128
23974,-0.242347656,-0.270411458,-1.523430442,0.151469328,0.230851669,-6.328375991
39480,-0.298148438,0.214304688,-1.523299226,0.151501857,0.230892991,-6.328558053
15989,-0.284390625,0.484226563,-1.523213685,0.151523067,0.230917058,-6.328676735
25575,-0.7475,1.884458333,-1.522984504,0.151579904,0.230993187,-6.328994687
41498,-0.322460938,-0.163033854,-1.522968556,0.151583859,0.230993187,-6.32901681
37964,-0.395347656,0.625658854,-1.52293536,0.151592094,0.230997476,-6.329062861
18219,-0.3321875,0.394708333,-1.522726953,0.151643798,0.231062019,-6.329351955
19805,-0.273734375,0.147997396,-1.522720932,0.151645292,0.231062019,-6.329360307
34309,-0.319824219,0.154356771,-1.522691858,0.151652506,0.231064751,-6.329400635
15708,-0.253601563,-0.037369792,-1.522625699,0.151668924,0.231081506,-6.329492401
807,1.563902344,1.1695625,1.52237467,0.151731231,0.231168173,-6.329840566
31820,-0.282074219,-0.885856771,-1.522309946,0.151747299,0.231184391,-6.32993033
40459,-1.314867188,2.934867188,-1.522135856,0.151790526,0.231241981,-6.330171753
29070,-0.310136719,0.385203125,-1.522098781,0.151799733,0.231247742,-6.330223166
3940,-0.284203125,-0.285671875,-1.522037066,0.15181506,0.231262826,-6.330308744
36609,-0.251128906,-0.671401042,-1.521891992,0.151851096,0.231309453,-6.330509906
32176,-0.523265625,-0.459640625,-1.521834977,0.15186526,0.231322761,-6.33058896
38324,0.267210938,-0.68821875,1.521781521,0.151878541,0.231334724,-6.330663078
41495,0.264792969,-0.473544271,1.52168558,0.151902379,0.231362766,-6.330796096
26273,-0.222582031,-0.643354167,-1.521591999,0.151925634,0.231389918,-6.330925837
4630,0.459964844,-0.625041667,1.521316973,0.151993997,0.231485766,-6.331307102
34141,0.914058594,1.309619792,1.521263013,0.152007413,0.231497926,-6.331381901
10306,0.385152344,-0.610533854,1.521139036,0.15203824,0.231531764,-6.331553748
22676,-0.301949219,0.244979167,-1.521129968,0.152040495,0.231531764,-6.331566318
9151,0.768449219,1.423513021,1.520966607,0.152081125,0.231585362,-6.331792741
34528,-0.30728125,-0.182598958,-1.520881618,0.152102266,0.231605864,-6.331910533
7644,0.363074219,-0.220455729,1.520868796,0.152105456,0.231605864,-6.331928303
9522,-0.270980469,-0.752658854,-1.520826873,0.152115885,0.23161347,-6.331986403
21736,-0.462242188,-1.507838542,-1.520678164,0.152152885,0.231661532,-6.33219249
2042,-0.406570313,-0.823421875,-1.520500606,0.152197074,0.231720534,-6.332438539
18884,-1.587753906,0.967893229,-1.520461204,0.152206881,0.231727189,-6.332493137
6431,0.33240625,-0.377963542,1.52020721,0.152270114,0.231815178,-6.332845065
13035,-0.258277344,-0.859127604,-1.520147786,0.152284912,0.231829425,-6.332927395
27997,-0.214316406,-0.533395833,-1.520008046,0.152319713,0.231874123,-6.333120993
1891,-0.267898438,0.169989583,-1.519968394,0.152329589,0.231880876,-6.333175925
33710,-0.226464844,0.427,-1.519756875,0.152382283,0.231946567,-6.333468938
16425,-0.379117188,-1.366559896,-1.519751481,0.152383627,0.231946567,-6.333476409
378,-0.551566406,0.741726563,-1.519579787,0.152426411,0.232003404,-6.333714231
38368,-0.247148438,0.055914063,-1.519283048,0.152500378,0.23210714,-6.334125214
997,-1.05340625,-1.197502604,-1.519262683,0.152505456,0.23210714,-6.334153419
12423,0.327949219,0.496703125,1.519139533,0.152536163,0.232138343,-6.334323963
309,-0.370511719,-0.176179688,-1.519136777,0.15253685,0.232138343,-6.334327779
7418,-0.379121094,1.137098958,-1.519104108,0.152544997,0.232142453,-6.334373019
3698,-0.407460938,-0.357492188,-1.518983988,0.152574955,0.232173153,-6.334539355
27270,-0.343289063,-0.197679688,-1.518979539,0.152576065,0.232173153,-6.334545517
992,0.360128906,0.745851563,1.518941588,0.152585531,0.232179269,-6.334598067
13377,-0.433464844,0.94503125,-1.518864336,0.152604802,0.232200303,-6.334705036
11019,-0.381121094,-0.478372396,-1.518594741,0.152672069,0.232294363,-6.335078305
36919,-0.481304688,-2.518091146,-1.518515161,0.15269193,0.232316288,-6.335188478
26646,-0.23246875,-0.000708333,-1.518386342,0.152724084,0.232355076,-6.335366813
5628,-0.547875,-1.424601563,-1.51836935,0.152728326,0.232355076,-6.335390335
19012,-0.389226563,1.02040625,-1.518298932,0.152745906,0.232373527,-6.335487814
32304,0.826023438,1.014575521,1.518182256,0.152775038,0.232409551,-6.335649323
9154,-0.272457031,0.815083333,-1.518038695,0.152810889,0.232455793,-6.335848034
3077,-0.2219375,-0.300901042,-1.517972605,0.152827395,0.232472606,-6.335939508
8191,0.259316406,0.235028646,1.517950446,0.15283293,0.232472729,-6.335970178
26869,0.322863281,-1.030421875,1.517627457,0.152913625,0.232587173,-6.336417179
27034,0.279242188,-0.340622396,1.517419758,0.152965535,0.232657828,-6.336704589
15502,0.430222656,-0.322041667,1.517311615,0.152992569,0.232690643,-6.336854225
4345,-0.294347656,0.892981771,-1.517176981,0.153026232,0.232733537,-6.337040507
30993,-0.315980469,0.182013021,-1.517131959,0.15303749,0.232742354,-6.337102796
12620,-0.278078125,0.943627604,-1.516927261,0.153088685,0.232811906,-6.337385989
39544,-0.813847656,3.067361979,-1.516874148,0.153101971,0.232819457,-6.337459465
20539,-0.285230469,-0.130916667,-1.516863741,0.153104574,0.232819457,-6.337473863
33564,-0.237707031,-0.781169271,-1.51670712,0.153143759,0.232870735,-6.337690518
4649,-0.525679688,0.301460938,-1.516684315,0.153149465,0.232871105,-6.337722064
21014,-0.435910156,0.366520833,-1.516662017,0.153155044,0.232871281,-6.337752907
40821,-0.755425781,-1.831367188,-1.516633794,0.153162107,0.232873712,-6.337791946
37371,0.359367188,-0.896757813,1.516529576,0.153188188,0.232903826,-6.337936099
31538,-0.451222656,-1.089302083,-1.516510985,0.153192841,0.232903826,-6.337961812
32266,-0.425929688,-1.066070313,-1.516405197,0.15321932,0.232935774,-6.338108128
39255,-0.507328125,2.168875,-1.516372232,0.153227572,0.232939501,-6.33815372
16405,0.440320313,-0.616820313,1.51635174,0.153232702,0.232939501,-6.338182063
39684,-0.928730469,1.983567708,-1.516213726,0.153267255,0.23298317,-6.338372935
8564,-0.407804688,0.740276042,-1.516193338,0.15327236,0.23298317,-6.33840113
1000,-0.390546875,-0.054635417,-1.515825713,0.153364434,0.233114814,-6.338909489
39666,0.292648438,-0.522505208,1.515747216,0.1533841,0.233136393,-6.339018025
41459,-0.451683594,0.297669271,-1.515622403,0.153415374,0.233169703,-6.339190592
11495,-0.229664063,0.43975,-1.515616092,0.153416956,0.233169703,-6.339199318
40911,-0.326660156,-0.555164063,-1.515587984,0.153423999,0.233172094,-6.339238178
2951,-0.403683594,-0.163166667,-1.515089456,0.153548975,0.23335371,-6.339927339
33409,-0.253789063,0.159192708,-1.515008744,0.153569217,0.233376152,-6.3400389
18098,-0.525164063,1.205992188,-1.514928633,0.15358931,0.233398366,-6.340149626
14237,-0.246449219,-0.403044271,-1.514813659,0.153618152,0.233433871,-6.34030853
31781,-0.239464844,-0.309106771,-1.514495637,0.153697952,0.233546808,-6.340748021
41997,-0.476828125,0.792986979,-1.514347557,0.153735121,0.23359496,-6.340952639
39787,0.300820313,-0.016789063,1.514219523,0.153767265,0.233635472,-6.341129547
41658,-0.301492188,-0.024192708,-1.514040369,0.153812252,0.233688862,-6.341377068
14613,-0.83578125,-2.2615,-1.514015643,0.153818462,0.233688862,-6.341411229
12034,0.356792969,0.289786458,1.514014095,0.153818851,0.233688862,-6.341413368
41610,-0.286554688,-1.141065104,-1.513954797,0.153833744,0.233703159,-6.341495289
38459,0.315402344,0.044138021,1.513706457,0.153896131,0.233789603,-6.341838353
36842,-0.605226562,3.307835938,-1.513658253,0.153908243,0.233795237,-6.341904939
37877,-0.298378906,0.807989583,-1.513648039,0.153910809,0.233795237,-6.341919047
13708,-0.298867188,0.531369792,-1.51359979,0.153922934,0.233805321,-6.341985693
5935,-0.206183594,0.171049479,-1.513534696,0.153939292,0.233821837,-6.342075604
42759,0.580121094,-0.277895833,1.513314147,0.153994728,0.233897705,-6.342380219
33960,-0.430199219,1.216682292,-1.51306291,0.154057899,0.233985315,-6.342727181
11006,0.530960938,-0.296731771,1.51238439,0.154228615,0.234236254,-6.343664028
